"HALIFAX, THORPE NO. 2 - NEW 5"" GAUGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE043215,Long,-1.936362,Lat,53.689933,Elevation,345,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,8.4,8.72,3.32,7.78,2.52,2.22,2.36,7.05,4.33,4.54,1.35,5.41,5.19,1.98,2.93,3.17,7.64,6.46,3.4,3.4,5.39,4.97,2.2,6.54,2.3,4.02,3.38,6.36,2.77,6.38,4.69,3.95,6.9,,,,
February,,,,3.28,4.12,4.7,0.76,0.99,1.23,3.46,0.87,0.34,3.89,6.51,8.81,0.78,1.78,3.92,4.66,2.38,5.26,1.63,1.34,5.56,5.42,2.85,4.67,3.42,3.88,2.31,4.73,6.13,2.42,2.24,3.75,6.27,,,,
March,,,,1.5,2.82,2.72,4.66,2.36,4.56,3.53,3.49,2.92,1.49,1.49,5.12,4.06,6.23,6.01,2.29,3.07,1.27,4.73,2.45,7.72,2.96,3.96,4.18,4.29,4.07,3.72,1.11,2,5.43,7.08,5.22,1.43,,,,
April,,,,2.96,2.09,2.38,3.88,1.58,2.49,3.83,2.02,2.75,1.79,1.09,2.92,2.8,1.97,3.58,3.83,3.28,2.75,2.3,2.5,2.48,3.2,3.3,1.8,2.92,2.12,3.86,3.99,2.41,1.31,5.04,1.49,1.94,,,,
May,,,,1.09,2.5,2.82,5.81,2.55,1.21,2.58,3.18,3.7,4.08,2.28,2.47,0.75,0.48,1.5,3.37,3.28,1.8,1.44,3.1,4.17,3.63,0.58,3.35,4.12,2.04,2.35,3.01,1.89,3.57,2.73,2.12,2.25,,,,
June,,,,3.99,1.3,4.14,1.56,0.29,2.73,0.67,3.08,1.85,4.07,2.53,3.45,4.72,2.79,3.67,3.06,2.09,3.57,1.7,1.63,1.09,0.87,2.84,1.79,6.56,1.88,2.64,3.66,2.94,6.02,2.37,1.94,1.46,,,,
July,,,,3.11,3.52,1.27,6.1,2,5.43,3,2.48,2.74,2.65,3.62,4.78,6.11,2.03,1.3,0.88,1.91,2.96,1.9,2.55,2.63,2.56,2.07,2.19,2.34,3.31,5.52,3.14,0.49,5.7,1.29,4.18,5.32,,,,
August,,,,2.49,1.64,1.78,1.7,1.91,3.6,5.29,6.15,5.96,4.25,2.97,4.08,4.11,1.96,3.37,4.96,1.58,6.02,2.3,4.01,4.45,5.29,5.31,3.31,3.37,3.35,3,4.93,2.18,7.27,1.67,2.3,5.36,,,,
September,,,,7.7,2.64,5.43,3.27,4.92,1.01,2.29,1.47,3.36,4.1,3.22,0.51,1.8,8.14,3.48,0.63,8.33,0.98,1.03,2.32,5.46,0.96,2.47,1.1,0.64,2.65,2.69,0.22,3.06,2.36,1.75,3.01,0.57,,,,
October,,,,6.11,3.25,8.24,5.37,3.08,1.62,6.07,3.19,6.51,8.17,4.28,5.99,5.12,5.66,2.23,5.49,4.08,6.09,3.24,4.31,11.31,1.53,3.32,6.8,6.04,2.16,5.46,3.69,3.63,5,1.83,2.44,1.88,,,,
November,,,,5.53,2.04,3.27,3.2,2.64,10.09,1.54,5.71,4.08,3.17,3.15,3.17,4.86,1.72,5.27,3.29,2.43,4.41,6.63,2.7,2.97,3.21,4.48,5.31,3.24,3.36,1.57,5.67,5.4,4.08,5.62,6.76,2.82,,,,
December,,,,3.7,7.02,2.42,8.21,3.45,3.11,3.46,1.02,11.13,2.31,5.03,4.33,5.96,5.82,6.69,6.15,3.76,6,8.64,5.58,3.19,3.01,0.96,4.16,4.53,2.74,8.17,5.41,6.89,7.03,4.34,8.85,9.71,,,,
Total,,,,49.86,41.66,42.49,52.3,28.29,39.3,38.08,39.71,49.67,44.51,37.52,51.04,46.26,40.56,43.95,41.78,43.83,47.57,38.94,35.89,56.42,37.61,34.34,45.2,43.77,35.58,44.67,45.92,39.79,56.57,40.65,46.01,45.91,,,,
