"HALIFAX THORPE NO.1",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR432,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,6.10,2.75,6.36,4.65,3.96,6.48,,,,,,
February,4.75,6.15,2.46,2.16,3.82,6.12,,,,,,
March,1.05,2.04,5.45,6.97,5.28,1.38,,,,,,
April,3.90,2.33,1.22,4.86,1.52,1.88,,,,,,
May,2.96,1.75,3.60,2.69,2.19,2.23,,,,,,
June,3.66,2.86,6.03,2.29,1.98,1.36,,,,,,
July,3.08,0.36,5.76,1.26,4.26,5.32,,,,,,
August,5.04,2.22,7.30,1.64,2.30,5.24,,,,,,
September,0.21,3.12,2.40,1.73,3.05,0.56,,,,,,
October,3.72,3.65,5.10,1.83,2.53,1.89,,,,,,
November,5.70,5.43,4.10,5.58,6.85,2.82,,,,,,
December,5.44,6.90,6.80,4.30,9.32,9.62,,,,,,
Total,45.61,39.56,56.58,39.96,47.06,44.90,,,,,,
Calc annual,45.61,39.56,56.58,39.96,47.06,44.90,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
