"HALIFAX, THORPE - new 8"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE043214,Long,-1.936364,Lat,53.689034,Elevation,345,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,8.68,9.25,3.27,7.85,2.6,2.15,2.36,7.03,4.28,4.35,1.4,5.41,5.07,1.95,2.73,3.09,8.02,6.63,3.42,3.32,5.37,4.92,2.2,6.42,2.3,3.6,3.4,6.1,2.75,6.36,4.65,3.96,6.48,,,,
February,,,,3.34,3.99,4.68,0.74,0.96,1.12,3.46,0.87,0.29,3.83,6.59,8.7,0.73,1.82,4.15,4.6,2.41,4.45,1.65,1.28,5.58,5.25,2.87,4.5,3.52,3.66,2.34,4.75,6.15,2.46,2.16,3.82,6.12,,,,
March,,,,1.48,2.68,2.74,4.61,2.42,4.52,3.5,3.37,2.94,1.49,1.47,5.03,4.05,6.12,6.21,2.18,3.05,1.27,4.46,2.33,7.72,2.87,3.88,3.95,4.1,3.64,3.7,1.05,2.04,5.45,6.97,5.28,1.38,,,,
April,,,,2.93,2.06,2.34,3.96,1.52,2.49,3.64,1.98,2.72,1.72,0.94,2.82,2.78,1.93,3.48,3.77,3.26,2.5,2.32,2.43,2.34,3.18,3.3,1.78,2.67,2.13,3.91,3.9,2.33,1.22,4.86,1.52,1.88,,,,
May,,,,1.07,2.41,2.67,5.8,2.49,1.16,2.57,3.18,3.69,4.02,2.18,2.38,0.68,0.47,1.47,3.41,3.2,1.73,1.3,3.02,4.1,3.52,0.51,3.4,3.87,1.93,2.3,2.96,1.75,3.6,2.69,2.19,2.23,,,,
June,,,,3.93,1.28,4.16,1.48,0.29,2.66,0.66,3.12,1.84,3.96,2.55,3.28,4.59,2.7,3.61,3.03,2.08,3.53,1.62,1.57,1.03,0.85,2.8,1.62,6.3,1.68,2.62,3.66,2.86,6.03,2.29,1.98,1.36,,,,
July,,,,3.06,3.5,1.25,6.09,1.93,5.38,3.02,2.5,2.71,2.63,3.43,4.75,6.05,2.04,1.25,0.82,1.83,2.94,1.8,2.42,2.6,2.53,2.03,2.13,2.1,3.32,5.45,3.08,0.36,5.76,1.26,4.26,5.32,,,,
August,,,,2.52,1.61,1.75,1.72,1.86,3.4,5.32,6.1,5.93,4.34,2.98,3.95,4.15,2.03,3.24,4.96,1.63,6.14,2.35,3.63,4.5,5.28,5.34,3.21,3.28,3.45,3.07,5.04,2.22,7.3,1.64,2.3,5.24,,,,
September,,,,7.8,2.62,5.61,3.27,4.95,1.09,2.33,1.41,3.33,4.36,3.29,0.43,1.85,8.18,3.4,0.5,8.2,1.07,1.04,2.32,5.57,0.98,2.47,1.1,0.66,2.79,2.74,0.21,3.12,2.4,1.73,3.05,0.56,,,,
October,,,,6.29,3.17,8.34,5.36,3.09,1.49,6.27,3.13,6.6,8.02,4.31,5.88,5.12,5.69,2.2,5.57,4.02,6.45,2.92,4.3,11.89,1.52,3.4,6.8,5.87,2.22,5.5,3.72,3.65,5.1,1.83,2.53,1.89,,,,
November,,,,5.71,2,3.31,3.18,2.67,10.03,1.5,5.75,4.04,3.14,3.22,3.1,4.77,1.73,5.23,3.38,2.41,4.33,6.53,2.6,2.85,3.33,4.4,5.4,3,3.37,1.6,5.7,5.43,4.1,5.58,6.85,2.82,,,,
December,,,,3.64,7.07,2.53,8.09,3.43,3.22,3.47,0.93,11.09,2.26,5.07,4.67,5.82,5.62,6.59,6,3.8,5.8,8.38,5.48,3.25,2.83,0.95,4.22,4.38,2.66,8.2,5.44,6.9,6.8,4.3,9.32,9.62,,,,
Total,,,,50.45,41.64,42.65,52.15,28.21,38.71,38.1,39.37,49.46,44.12,37.43,50.4,45.66,40.28,43.56,41.31,43.91,46.84,37.79,34.7,56.8,37.06,34.15,44.53,42.05,34.45,44.83,45.61,39.56,56.58,39.96,47.06,44.9,,,,
