MOORFOOT HILLS (ROSEBERY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT308570,Long,-3.105452,Lat,55.801308,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,3.82,1.05,1.6,0.99,1.92,0.86,1.46,0.92,3.14,2.5,1.1,1.15,1.62,4.03,3.21,1.64,1.36,3.37,2.69,0.66,3.04,1.62,2.86,2.84,3.26,1.64,3.26,4.02,2.4,1.94,3.51,3.45,2.43,3.53,3.4,6,2.4,1.7,2,2.7,2.9,2.25,4.7,0.9,3.8
February,,,,,,,1.63,1.36,1.25,1.3,0.87,0.24,2.54,3.25,7.62,2.21,0.85,2.32,1.91,1.22,8.85,1.88,1.05,4.9,3.69,1.47,1.24,1.92,1.21,2.07,3.73,3.23,2.17,1.61,2.15,3.38,4.94,0.94,3.66,1.86,3.25,0.85,1.9,3.4,0.8,4.75,2.35,1.05,2.35,0.8,0.9
March,,,,,,,3.55,1.35,3.55,2.05,2.45,4.97,1.53,0.94,2.3,4.03,2.3,3.52,1.61,1.74,1.3,2.23,2.09,3.97,1.69,3.66,3.39,2.03,4.85,5.74,1.25,2.48,2.3,5.53,3.42,1.94,3.91,2.4,0.82,2.85,3,2.6,1.9,1.3,0.9,3.1,1.9,2.3,2.5,0.3,2.4
April,,,,,,,1.85,1.11,1.8,2.5,0.85,1.56,1.28,0.93,1.56,1.45,1.15,1.18,2.05,3.04,1.49,1.56,1.89,1,2.28,2.61,1.15,1.73,1.52,2.89,3.2,2.06,0.58,2.47,1.79,1.65,3.67,3.53,1.05,4.39,2.95,0.85,2,2.9,1.25,4.05,2.4,1.9,1.1,1.5,1.2
May,,,,,,,4.68,2.36,1.01,1.68,1.83,1.65,2.1,1.76,3.88,1.43,0.8,1.62,1.75,2.9,1.2,2.16,3.41,1.91,3.25,1.68,4.93,2.83,2.58,1.36,2.19,1.19,1.8,2.48,2.93,1.61,4.64,1.88,2.74,0.61,3,1.75,1.2,3.35,4.05,4.65,3.65,1.6,1.75,1.6,1.25
June,,,,,,,1.68,0.45,2.55,1.27,3.61,0.63,3.09,4.89,2.19,2.05,2.3,3.32,1.85,0.96,2.96,2.23,3.73,1.83,2.94,1.18,2.04,3.14,1.12,1.5,1.16,4.44,5.64,1.61,2.57,1.46,2.95,2.15,0.75,2.08,1.1,0.5,1.65,1.5,2,0.5,4.35,2.8,4.6,2,1.45
July,,,,,,,2.8,2.39,6.14,4.51,2.35,3.88,1.48,2.2,1.35,5.37,4.09,2.15,1.66,2.96,2.31,1.07,2,4.18,1.85,1.63,1.63,3.1,4.06,2.94,4.63,1.02,2.79,0.54,2.85,5.23,5.16,1.89,3.91,0.91,3.8,2.85,4,3.4,4,1.3,3.6,2.75,2,3.5,3.5
August,,,,,,,1.62,1.65,1.84,5.84,5,6.9,3.63,2.7,5.28,4.54,1.07,4.31,3.42,0.55,3.51,5.26,1.11,4.3,5.26,2.98,7.15,3.5,1.71,1.89,5.51,1.03,4.81,1.98,2.12,3.43,4.1,5.53,1.99,1.82,6.3,5,1.85,4.5,2.9,3.65,2.35,6.15,5.25,4.65,4.95
September,,,,,,,3.4,4.7,0.82,1,1.23,7.1,1.59,1.6,1.05,0.56,4.04,2.55,2.07,2.42,2.42,0.93,1.9,2.29,1.7,3.27,0.87,1.38,3.65,2.35,0.75,1.51,3.58,2.55,1.14,2.55,2.41,2.05,5.29,3.48,1.25,1.7,2,2.1,3.65,5.2,4.2,9,1.9,0.35,5.15
October,,,,,,,5.37,1.8,1.29,6.25,3.1,2.71,4.4,1.95,2.4,3.97,5.54,1.11,3.62,2.81,4.2,2.99,1.84,6.63,0.9,2.29,7.19,7.96,0.9,4.98,3.61,3.51,3.51,2.13,1.65,1.69,4.84,3.55,3.98,2.85,1.45,4,2.05,3.45,2.8,1.7,3.65,3.75,3.71,3.25,3.25
