REPTON-THE-CROFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK303270,Long,-1.5516242,Lat,52.839666,Elevation,170,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,1.3,2.1,1,3.93,3.73,1.48,2.66,1.47,1.91,1.98,3.7,3.27,2.28,3.77,1.41,2.45,1.92,2.97,2.19,5.01,1.22,4.12,1.34,1.7,1.51,2.37,,,,,,
February,,,,,,,,,,0.71,2.31,1.34,1.54,0.98,1.34,2.99,4.63,0.96,1.76,2.76,2.24,0.34,2.47,3.95,0.59,2.93,2.38,1.75,2.48,0.4,0.65,2.59,0.33,3.53,0.42,,,,,,
March,,,,,,,,,,2.76,0.76,1.66,2.83,4.07,2.34,1.2,4.19,1.5,1.25,4.41,2.13,1.56,1.59,1.55,1.08,0.98,1.19,2.24,1.95,0.16,3.35,0.1,1.8,2.38,1.81,,,,,,
April,,,,,,,,,,1.67,2.46,1.02,0.23,3.13,0.83,0.87,1.58,1.03,1.3,1.66,4.4,1.22,2.65,2.09,2.01,1.99,2.12,1.64,1.51,0.84,2.89,3.55,2.65,1.2,2.16,,,,,,
May,,,,,,,,,,1.33,2.11,0.58,2.47,1.98,1.71,1.79,2.33,2.72,2.42,0.97,2.46,1.45,1.45,2.3,3.55,5.49,3.27,1.61,0.58,1.92,3.14,2.97,7.24,1.77,0.78,,,,,,
June,,,,,,,,,,2.4,1.37,3,5.46,1.15,1.96,1.86,1.3,2.51,0.72,1.24,1.85,0.53,0.88,0.7,1.9,0.05,2.44,4.6,2.76,1.32,1.26,3.55,1.3,2.37,0.97,,,,,,
July,,,,,,,,,,3.19,2.44,0.49,3.62,1.06,3.96,7.33,2.28,1.38,2.34,2.14,4.02,0.58,4.53,4.06,2.62,2.49,2.45,2.56,1.48,2.58,5.09,4.54,3.62,2.14,0.97,,,,,,
August,,,,,,,,,,2.56,3.33,2.01,6.72,2.12,1.65,3.61,2.02,4.55,2.16,2.78,1.11,4.45,4.96,2.38,3.04,3.2,2.07,3.31,2.88,2.91,2.21,4.7,2.63,0.65,,,,,,,
September,,,,,,,,,,2.68,0.52,1.45,0.81,2.16,1.05,0.9,1.16,1.73,5.21,1.69,2.17,1.06,1.96,2.52,2.85,3.42,0.77,3.71,0.7,0.67,3.85,2.04,2.32,1.43,,,,,,,
October,,,,,,,,,,3.84,2.28,2.04,2.77,2.69,2.01,1.81,2.94,4.49,1.39,2.32,1.6,2.81,0.64,2.47,3.76,3.53,2.93,1.91,4.08,3.29,2.87,0.84,3.28,3.55,,,,,,,
November,,,,,,,,,,0.85,5.09,2.19,1.87,2.25,3.56,2.83,2.88,1.37,1.57,1.98,1.02,1.7,1.06,2.25,1.6,1.83,3.94,3.35,3.44,5.21,2.78,2.9,2.05,1.1,,,,,,,
December,,,,,,,,,,4.26,4.87,3.4,3.72,1.12,5.43,4.97,2.33,1.02,3.58,4.18,2.57,1.92,4.43,3.17,2.51,2.27,0.82,2.39,1.83,4.38,1.84,1.01,0.58,0.29,,,,,,,
Total,,,,,,,,,,27.55,29.64,20.18,35.97,26.44,27.32,32.82,29.11,25.17,25.68,29.83,28.84,19.9,30.39,28.85,27.96,30.1,27.35,31.26,28.7,24.9,34.05,30.13,29.5,21.92,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is The Croft. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
