SONNING (UNIVERSITY FARM),,,,,,,,,,,,
Grid ref,SU762753,Long,-0.904310,Lat,51.471544,,,,,,,
Station no,781/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.69,1.65,0.75,1.07,2.40,3.63,1.61,2.90,3.36,2.42,,
February,4.84,0.57,1.54,2.32,1.30,0.15,3.37,2.85,0.19,1.79,,
March,3.53,2.97,0.31,1.98,1.00,0.55,1.47,1.59,2.55,1.18,,
April,3.01,1.26,2.27,0.27,0.40,1.58,0.34,1.00,2.63,0.50,,
May,2.51,3.20,1.60,2.60,4.52,0.16,1.28,1.78,0.42,2.34,,
June,1.39,1.67,1.28,4.08,1.99,1.93,2.26,3.75,2.63,1.62,,
July,1.06,0.40,3.61,2.54,0.16,2.06,4.45,2.23,2.73,3.35,,
August,4.19,1.83,1.86,3.00,0.48,4.53,2.66,4.20,1.11,4.28,,
September,3.11,1.53,2.20,1.79,1.80,3.29,3.44,3.78,-999.00,3.02,,
October,0.51,4.11,3.56,1.98,2.85,1.46,2.07,2.84,2.98,6.38,,
November,5.99,3.03,0.91,4.79,1.60,0.55,1.95,2.39,1.95,2.66,,
December,1.95,2.63,0.51,2.50,2.25,3.70,2.47,2.74,3.81,2.43,,
Total,34.78,24.85,20.40,28.92,20.75,23.59,27.37,32.05,24.36,31.97,,
Calc annual,34.78,24.85,20.40,28.92,20.75,23.59,27.37,32.05,24.36,31.97,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
