SOUTHEND WATER WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ862879,Long,0.684738,Lat,51.559242,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.54,1.8,1.33,0.76,2.27,0.48,2.35,2.38,0.52,0.55,1.77,2.34,0.79,2.88,1.09,0.9,0.84,1.48,1.11,2.87,2.34,0.63,2.29,0.88,1.33,2.72,2.86,,,,,,,,,,,,1.45,0.9,1.49,1.54,1.33,3.85,4,2.42,4.34,1.79,2.19,1.98,4.06,1.23,1.78,1.01,2.29,2.78,0.89,1.46,1.76,1.45,,,,,,,,
February,,,,2.81,1.29,0.49,0.6,1.89,0.93,1.78,3.02,0.77,1.51,1.04,1.87,0.58,1.61,0.86,1.27,1.06,2.72,0.93,1.27,0.71,1.58,1.89,3.48,0.6,0.7,2.44,,,,,,,,,,,,1.7,0.28,0.86,0.23,2.56,1.79,3.77,0.76,1.11,1.41,1.41,0.89,0.94,1.57,1.34,2.14,1.3,1.44,0.55,2.95,5.08,1.43,,,,,,,,
March,,,,0.28,0.6,1.06,1.94,2.95,1.59,0.76,0.78,1.72,0.97,1.22,1.3,2.18,1.11,0.7,1.68,2.69,1.2,2.21,2.2,1.86,4.05,0.97,3.21,1.73,0.85,2.48,,,,,,,,,,,,0.5,1.31,1.26,1.99,0.55,0.87,2.65,0.41,1.68,2.79,2.29,3.11,0.44,0.21,1.21,1.63,4.54,0.79,0.89,0.57,2.22,2.84,,,,,,,,
April,,,,0.04,1.58,0.94,0.61,1.6,1.2,2.52,0.82,1.57,0.26,1.64,0.63,2.34,0.69,2.35,2.5,1.56,1.08,1.55,0.13,2.34,0.86,0.93,0.75,1.96,1.98,3.26,,,,,,,,,,,,2.95,1.94,0.63,1.7,2.73,1.36,2.77,0.4,2.06,1.49,1.23,0.78,1.07,1.5,0.98,1.87,1.32,1.59,1.18,1.62,2.45,0.64,,,,,,,,
May,,,,0.79,1.45,0.27,0.16,1.33,2.72,1.64,1.15,0.59,2.56,1.87,1.5,0.86,1.85,1.81,1.75,0.99,2.99,1.05,0.89,1.78,1.31,2.59,1.54,1.88,1.37,0.48,,,,,,,,,,,,2.54,2.88,1.58,0.67,1.22,0.44,3.13,2.44,1.99,0.86,1.54,2.11,1.95,0.97,3.12,2.45,0.96,1.63,1.74,2.01,2.34,1.25,,,,,,,,
June,,,,0.45,2.07,0.27,2.75,2.95,1.8,1.37,2.79,0.69,2.22,6.28,1.37,3.42,1.8,1.87,0.81,3.43,2.51,1.96,2.81,1.13,0.62,0.64,2.06,1.47,0.79,1.16,,,,,,,,,,,,0.99,0.84,2.01,1.23,2.11,2.42,3.06,0.62,1.27,0.4,0.79,0.18,1.44,1.4,0.98,2.5,2.14,1.55,0.75,1.24,1.32,1.98,,,,,,,,
July,,,,2.35,3.7,2.95,1.17,0.53,0.88,1.54,1.39,1.55,1.19,5.69,1.71,0.44,0.98,1.02,3.34,3.52,2.04,0.28,1.93,1.69,1.29,3.03,1,4.01,4.96,1.89,,,,,,,,,,,,2.99,1.55,1.76,1.02,0.43,2.9,1.48,1.04,0.86,3.7,4.15,2.31,1.34,2.08,2.02,2.14,1.8,1.1,0.3,2.6,3.02,0.67,,,,,,,,
August,,,,1.07,2.46,1.62,2.72,2.26,0.88,0.79,1.91,1.34,2.49,3.31,1.77,1.89,0.58,1.34,2.53,2.34,2.01,1.22,3.47,0.4,0.78,1.9,2.8,4.03,1.64,2.04,,,,,,,,,,,,3.8,1.27,0.49,1.67,2.41,0.92,1.24,1.82,3.58,0.11,3.6,2.15,1.14,3.08,2.27,5.13,0.07,3.85,1.13,1.4,2.75,1.43,,,,,,,,
September,,,,1.52,1.72,1.01,3.35,2.65,0.23,2.3,0.72,1.35,1.67,1.5,0.92,2.32,1.59,0.42,1.29,2.09,0.92,1.17,2.38,0.94,0.72,1.86,0.9,0.99,3.61,0.58,,,,,,,,,,,,1.35,1.41,3.16,1.47,2.58,1.68,1.5,1.61,0.86,1.07,0.35,1.54,2.23,2.57,0.86,1.91,1.44,1.12,0.95,3.32,3.38,4.48,,,,,,,,
October,,,,2.67,3.04,2.85,2.92,0.26,2.03,1.82,1.48,1.48,1.66,4.16,1.8,1.1,3.51,3,1.44,5.27,1.39,2.92,1.84,4.1,1.48,1.93,2.12,2.39,1.92,0.77,,,,,,,,,,,,0.49,5.6,1.21,1.54,2.17,1.79,1.47,2.25,8.47,2.18,1.16,3.12,1.73,3.79,2.75,1.45,0.42,1.45,5.44,0.27,0.73,1.67,,,,,,,,
November,,,,2.31,2.43,2.56,0.9,1.15,2.3,3.92,1.91,0.52,1.66,2.12,1.39,2.25,4.04,1.95,1.2,1.33,3.05,3.4,1.38,2.81,2.69,3.05,3.8,1.56,1.73,1.78,,,,,,,,,,,,1.87,0.85,1.16,1.46,3.64,3.33,1.67,1.72,4.16,6.19,2.34,1.97,1.26,4.22,0.74,3.35,0.93,2.48,2.15,4.2,3.09,,,,,,,,,
