BURY-ST-EDMUNDS-NORTHGATE-ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL855644,Long,0.7157942,Lat,52.24651,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.85,2.53,1.53,1.96,2.74,2.65,2.01,1.61,3.43,1.68,2.33,1.26,2.19,1.59,3.32,1.89,1.79,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.88,2.37,4.3,0.6,0.9,2.82,1.26,0.18,1.86,2.87,0.99,2.53,2.23,2.37,1.32,0.55,0.52,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.64,1.48,3.25,2.35,0.6,2.19,1.64,0.82,1.89,1.3,0.47,1.27,0.34,1.75,1.63,0.08,0.94,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.83,0.86,1.59,1.74,3.55,3.41,4.03,1.66,2.54,1.33,2.99,2.35,3.23,2.57,1.28,1.34,1.8,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.25,1.67,1.58,0.73,2.43,0.36,1.25,1.05,1.14,1.4,3.65,2.06,1.49,0.79,1.58,1.25,2.59,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.97,1.5,2.35,1.8,0.85,1.45,1.33,0.28,0.92,0.79,1.98,0.48,2.84,4.14,1.99,0.79,0.43,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.55,3.82,1.56,2.7,4.12,3.55,2.66,0.19,3.35,2.47,2.76,0.98,2.47,2.91,2.55,1.54,4.51,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,0.69,2.7,4.87,4.56,1.15,2.08,2.06,0.95,1.73,3.47,2.23,2.09,2.19,2.54,1.93,1.05,2.24,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.15,1.14,1.88,1.41,4.82,0.56,2.11,1.42,2.71,2.38,2.93,3.19,1,3.35,0.46,0.94,3.96,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.06,1.04,3.12,3.65,2.59,1.37,0.51,1.12,0.43,3.62,4.05,2.54,3.12,2.05,2.58,2.7,1.09,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,2.74,2.01,3.13,1.57,1.96,2.09,0.64,1.38,1.22,2.22,2.42,2.47,3.16,2.61,1.96,3.54,4.11,1.84,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
