TIMPERLEY (BLOOMSBURY LANE),,,,,,,,,,,,
Grid ref,SJ782886,Long,-2.329284,Lat,53.393778,,,,,,,
Station no,2741/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.38,2.98,2.38,4.63,1.66,2.95,,,,
February,,,1.05,3.19,1.96,0.63,2.25,4.89,,,,
March,,,1.78,2.25,1.90,1.20,2.57,1.66,,,,
April,,,2.79,0.63,1.79,3.35,0.39,0.67,,,,
May,,,1.86,2.62,2.71,1.18,1.34,2.69,,,,
June,,,2.24,2.85,2.94,2.33,1.42,4.83,,,,
July,,,3.79,3.99,0.75,4.88,5.42,4.38,,,,
August,,,4.03,4.68,0.83,8.57,4.26,3.77,,,,
September,,,2.93,3.96,2.16,2.54,5.58,3.68,,,,
October,,,1.98,5.63,1.94,2.06,3.46,2.64,,,,
November,,,2.96,5.34,1.66,1.06,1.52,1.12,,,,
December,,,1.28,4.51,3.41,2.77,2.56,3.29,,,,
Total,,,28.07,42.63,24.43,35.20,32.43,36.57,,,,
Calc annual,0.00,0.00,28.07,42.63,24.43,35.20,32.43,36.57,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,,
