"DALBEATTIE (KIRKENNAN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5022,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.28,8.35,4.77,3.34,6.02,4.67,7.07,4.98,12.21,3.81,7.15,
February,3.79,0.50,4.56,6.52,0.54,6.04,6.56,3.83,3.64,2.20,0.41,
March,5.44,6.60,3.07,2.15,1.10,1.22,2.78,4.82,5.87,1.24,4.08,
April,3.16,1.87,3.30,4.10,3.16,5.18,3.19,2.52,1.75,1.61,2.54,
May,6.08,2.93,3.20,2.29,5.32,6.68,2.13,2.61,2.28,4.07,1.64,
June,2.02,0.37,1.60,1.51,2.09,0.28,3.73,4.88,6.88,3.13,2.80,
July,4.23,4.46,4.32,3.77,4.32,2.37,3.99,4.24,3.48,5.46,3.92,
August,3.79,7.81,4.44,9.63,5.41,5.25,4.13,7.68,6.43,7.27,8.70,
September,3.26,2.37,3.49,5.57,6.68,3.22,4.18,8.62,2.72,0.75,4.04,
October,2.21,2.62,2.45,7.02,4.56,5.53,3.80,5.34,9.83,9.29,8.02,
November,3.14,2.37,2.07,6.06,3.48,2.39,8.07,6.38,8.29,9.23,5.81,
December,5.55,5.52,5.62,6.04,8.30,4.46,1.25,2.03,5.34,11.06,4.44,
Total,48.95,45.77,42.89,58.00,50.98,47.29,50.88,57.93,68.72,59.12,53.55,
Calc annual,48.95,45.77,42.89,58.00,50.98,47.29,50.88,57.93,68.72,59.12,53.55,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,
