DARTMOOR-SIWARDS-CROSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX594697,Long,-3.9831,Lat,50.5109,Elevation,1200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,4.6,5.45,6.9,6.35,2.24,5.47,1.55,8.21,9.45,5.67,3.4,7.4,9.45,3.45,12.46,2.65,3.9,2.8,8.2,2.75,7.8,12.55,2.05,6.14,4.18,2.25,6.55,9.75,11.45,7.8,8.1,4.85,,,,,,,
February,,,6.58,10.1,6,0.1,1.58,7.35,2.73,6.15,10.08,2.27,3.65,4.5,10.15,2.1,6.55,3.48,3.7,0.86,9,5,8.4,2.8,9.1,13.65,8.25,1.72,5.4,6.55,1.9,0.26,6.7,15.15,,,,,,,
March,,,1.85,0.75,3.42,5.5,6.42,7.35,1.97,1.1,3.12,5.46,4.65,8.6,5.1,8.95,2.47,2.33,6.03,11.1,1.75,4.4,10.3,8,11.6,1.88,3.5,4.3,3.4,7.86,5.9,4.5,5.35,3.6,,,,,,,
April,,,1.75,0.78,,5.4,,6.6,3.65,4.5,2.71,5.8,3.4,3.2,5.27,4.81,1.72,8.8,3.9,4.4,4.9,4.15,0.45,8.8,2.96,2.15,2.55,1.9,2.5,3.85,6.95,1.45,5.6,5.65,,,,,,,
May,,,2.55,,4.57,0.9,,3.24,3.82,3.33,3.2,2.44,2.75,4.95,4.5,1.08,5.9,5.5,3.75,2.16,4.1,1.7,2.45,5.7,2.94,3.86,2.4,3.28,1.8,2.4,3,3.5,2.2,3.85,,,,,,,
June,,,3.3,1.5,,,,3.7,3.02,2.05,6.44,2.94,4.25,1.7,2.04,3.25,1.95,5.47,1.05,3.75,2.9,3.74,8.18,2.28,2.15,2.5,3.9,4.12,2.77,1.25,3,0.23,1.85,0.95,,,,,,,
July,,,2.72,,5.4,5.15,2.5,1.45,0.66,1.42,2.34,1.8,3.55,5.5,7.05,1.2,1.95,3.08,4.5,6.13,5.3,1.35,3.7,0.52,8.5,7.3,2.1,4.2,5.75,2.55,7.4,2.8,8.1,2.1,,,,,,,
August,,,7.78,,4.9,5.79,,7.25,5.02,1.71,4.52,4.95,5.25,5.9,4.2,6.9,4.45,4.15,6.35,4.55,8.3,4.75,15.1,2.24,4.83,1.85,5.25,8.5,3.58,5.25,2.68,4.2,6.75,4.75,,,,,,,
September,,,3.32,4.61,3.25,0.7,8.38,4,2.66,3.65,2.9,5.96,2.7,6.15,4.6,3,1.65,1.9,3.15,2.28,0.58,3.3,2,6.3,4.06,1.3,3.75,3.95,11.48,4.25,4,1.5,5.1,5.85,,,,,,,
October,,,7.95,3.25,8.5,4.43,6.24,1.95,8.18,3.94,4.4,3.88,5.4,14.12,3.3,3.9,10.15,9.1,2.9,14.4,8.55,6.45,8.03,6.15,4.93,6.9,10.4,8.85,4.3,2.8,6.6,2.3,2.6,10.4,,,,,,,
November,,,6.2,3.78,11.3,10.94,2.8,2.65,4.95,4.78,6.66,1.3,9.45,3.75,3,8,5.12,6.3,3.2,2.35,7.7,7.6,5.1,9.75,7.07,4.7,11.1,3.8,6,5.3,3.9,6.45,4.85,4.8,,,,,,,
December,,,3.37,8.57,6.35,7.18,13.8,9.3,8.47,4.71,11.48,7.87,6.1,10.8,7.15,3.08,4.9,8.45,6.45,10.2,14.45,18.06,10.2,4,14.65,14.5,5.25,1.65,11.85,10.3,8.6,4.1,9.5,9.15,,,,,,,
Total,,,51.97,,,,,60.31,46.68,45.55,67.3,50.34,54.55,76.57,65.81,49.72,59.27,61.21,48.88,64.98,75.73,63.25,81.71,69.09,74.84,66.73,62.63,48.52,65.38,62.11,65.38,39.09,66.7,71.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exact location unknown, calculated from New Location",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge read monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893 May July Aug Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894 Apr June estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895 June Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896 estimated values deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Jan includes 1921 Dec 31st ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Gauge moved to new location 300yrds N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge over exposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
