CASTLECOMER HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IS5386673047,Long,-7.201889,Lat,52.806,Elevation,380,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,2.82,3.38,1.16,2.82,2.92,3.63,4.61,4.92,2.93,5.85,4.66,2.99,3.96,1.18,2.79,2.58,4.1,1.9,4.53,7.08,1.96,,,1.95,3.02,4.37,5.73,4.04,4.59,2.53,6.68,3.55,8.51,3.65,4.21,1.66,5.96,2.85,4.65,2.56,3.07,1.56,5.45,7.02,4.91,4.47,3.31
February,,,,,2.08,0.4,1.54,1.83,2.34,2.28,3.54,1.58,1.82,3.14,4.68,1.61,2.64,2.18,2.05,0.91,5.73,3.16,4.65,1.67,4.66,,,2.11,4.93,2.11,2.52,2.17,3.26,7.28,1.67,4.69,2.69,3.65,3.5,3.57,0.72,2.57,0.29,3.47,0.17,3.5,2.82,5.04,1.9,3.78,5.73
March,,,,,1.72,3.25,3.73,5.05,0.94,0.3,1.39,2.94,3.06,6.59,3.65,4.38,2.49,1.73,4.96,3.12,2.3,1.93,4.09,4.08,4.3,,,4.78,2.08,3.03,3.91,3.68,2.08,2.56,1.75,0.85,0.97,5.36,4.78,1.14,4.97,3.49,1.47,2.73,3.48,1.86,3.29,4.62,1.55,3.48,2.75
April,,,,,4.29,1.43,0.96,4.68,4.32,1.92,2.87,3.15,3.02,1.56,2.32,3.43,2.16,3.36,1.9,5.5,3.22,2.93,0.78,4.64,1.78,,,1.67,1.59,2.25,4.23,0.86,3.48,3.82,3.69,3.74,2.46,1.24,2.34,1.13,2.57,3.13,2.95,1.48,2.59,3.07,2.97,3.14,0.17,2.19,3.49
May,,,,,3.27,0.92,0.03,2.3,4.31,0.2,3.51,2.11,2.42,3.75,2.82,1.26,3.34,2.59,2.31,2.49,2.47,3.24,1.51,4.96,2.15,,,2.3,2.87,3.05,3.39,2.19,1.73,2.02,3.95,5.17,3.55,1.43,1.44,2.9,3.21,4.62,3.47,2.46,1.95,1.31,1.39,2.25,4.1,1.5,1.63
June,,,,,2.61,2.31,2.68,2.4,2.51,2.08,4.3,2.62,3.62,3.4,2.14,1.62,1.34,4.4,2.63,2.96,4.84,1.97,5.73,3.8,1.17,,,1.87,2.07,4.56,1.13,0.45,1.63,1,4.71,0.42,2.38,3.6,4.47,1.39,3.16,3.95,1.43,2.47,1.92,6.56,2.78,2.01,3.94,2.56,1.23
July,,,,,2.3,3.55,4.37,2.43,0.97,3.03,2.57,1.08,2.76,4.59,2.9,1.34,1.79,5.91,6.07,3.26,3.36,3.23,5,0.76,4.1,,,1.9,3.21,1.89,5.82,5.48,3.36,3.22,3.78,3.47,3.49,4.07,1.3,3.31,4.12,3.68,5.04,1.94,1.17,1.26,9.48,3.5,6,4.41,5.15
August,,,,,3.59,4.39,2.5,6.27,5.1,1.71,5.15,3.5,,5.95,4.95,5.98,2.36,3.27,4.25,1.39,5.88,2.47,6.04,1.59,4.36,,,10.88,3.84,1.77,3.13,5.42,4.51,6.57,3.9,2.66,3.11,5.73,4.89,4.38,6.59,3.1,1.93,2.45,5.98,3.37,1.27,1.59,3.29,2.03,0.66
September,,,,,0.32,1.04,6.12,3.31,2.63,1.96,1.99,4.7,,4.01,3.77,1.55,1.25,1.83,7.49,2.42,1,2.13,0.37,3.19,2.35,,,2.26,5.86,3.11,1.46,1.51,3.73,3.17,6.23,3.05,0.91,3.32,1.54,1.09,4.07,3.74,2.12,1.73,7.25,5.59,4.47,3.42,3.17,2.16,2.54
October,,,,,3.9,3.32,4.5,4.16,3.09,2.08,4.36,3.94,1.54,5.33,1.88,1.39,6.01,6.29,3.09,6.32,1.61,4.12,1.9,5.83,2.2,,,3.94,4.04,0.94,6.35,2.88,1.64,4.42,3.38,4.14,2.25,2.87,5.15,4.29,4.77,1.75,4.37,3.38,3.12,4.18,2.19,3.66,6.26,2.52,8.29
November,,,,,4.56,5.64,1.19,4.68,3.78,2.72,7.99,3.08,4.95,2.54,2.23,3.29,1.64,4.06,3.05,1.65,3.38,5.19,1.93,3.77,3.14,,,2.6,3.52,1.74,3.55,4.06,1.38,2.48,4.65,1.8,5.64,2.19,3.98,5.4,2.79,8.36,1.72,2.1,1.39,4.69,4.14,1.85,6.32,8.2,5.2
December,,,,,2.69,5.49,5.74,4.53,2.21,5.64,4.33,4.17,3.46,3.47,2.3,2.09,3.59,4.57,4.29,3.71,5.31,9.28,3.91,1.71,7.43,,,2.08,5.47,5.66,3.58,2.89,4.17,3.6,5.24,2.36,1.19,4.45,4.39,8.42,4.96,2.52,6.28,2.27,7.55,2.54,4.07,1.73,4.74,3.27,3.96
Total,,,,,34.15,35.12,34.52,44.46,35.12,27.55,46.61,37.79,,50.18,38.3,30.93,32.57,41.37,44.88,36.31,43.2,41.55,40.44,43.08,39.6,,,38.34,42.5,34.48,44.8,35.63,35.56,42.67,49.63,35.9,37.15,41.56,41.99,38.68,47.89,43.76,35.72,29.04,39.64,39.49,44.32,39.83,46.35,40.57,43.94
