SHEPTON MALLET GRAMMAR SCHOOL,,,,,,,,,,,,
Grid ref,ST624434,Long,-2.539395,Lat,51.188580,,,,,,,
Station no,RR7663,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.86,4.32,4.13,1.29,5.93,1.41,2.43,1.87,,
February,,,1.52,2.35,4.28,1.39,3.10,2.11,2.03,0.90,,
March,,,2.56,4.15,2.18,4.66,2.65,1.17,3.22,4.22,,
April,,2.46,1.45,4.03,2.02,2.92,1.60,5.60,2.74,2.83,,
May,,1.43,3.30,3.11,3.60,0.23,5.23,2.38,2.22,1.43,,
June,,0.96,4.63,4.62,1.27,3.27,1.87,2.84,0.57,2.84,,
July,,1.93,2.03,4.47,3.03,0.91,1.54,2.93,3.62,4.18,,
August,,2.62,4.21,6.16,3.55,5.42,2.85,4.03,5.79,2.45,,
September,,2.71,1.55,3.13,2.55,2.04,1.02,0.83,3.24,4.76,,
October,,2.37,2.87,8.05,2.37,2.15,6.83,5.96,2.73,7.14,,
November,,1.11,3.66,2.71,3.35,4.12,4.48,3.67,1.56,1.20,,
December,,7.00,2.70,3.30,3.00,1.20,2.86,5.47,3.68,5.27,,
Total,,,32.34,50.40,35.33,29.60,39.96,38.40,33.83,39.09,,
Calc annual,0.00,22.59,32.34,50.40,35.33,29.60,39.96,38.40,33.83,39.09,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
