SWAFFHAM-PRIOR-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL566639,Long,0.292635,Lat,52.250994,Elevation,44,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.18,1.44,2.33,1.05,1.34,2.06,3.03,1.69,1.64,2.22,1.4,2.7,1.03,1.9,1.8,3.01,1.29,1.62,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.63,1.09,1.94,3.51,0.63,0.97,2.85,0.51,0.53,1.37,2.25,1.04,2.3,2.22,2.49,1.08,0.45,0.55,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,-999,3.04,1.24,2.34,1.8,0.65,1.96,1.41,0.8,1.61,1.66,0.62,1.3,0.35,1.65,1.13,0.09,1.36,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.68,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,-999,0.78,0.72,1.13,1.47,3.03,2.47,2.77,1.2,2.61,1.06,3.11,1.63,2.45,1.68,0.97,1.1,2.11,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.65,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.89,0.95,1.93,1.6,0.72,1.77,0.42,2.36,1.63,1.71,1.3,3.41,1.76,1.5,0.54,2.06,1.36,2.8,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,0.67,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.88,1.75,2.59,1.52,2.11,0.84,1.28,1.53,0.36,1.21,0.55,2.77,0.51,2.5,2.57,2.54,1.04,0.33,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,1.3,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.84,1.48,3.1,1.25,3.43,3.22,3.94,3.43,0.34,4.42,1.89,2.32,1.72,2.71,2.01,2.19,1.47,2.65,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,4.83,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,-999,0.89,2.44,3,3.28,0.96,2.28,1.03,1.61,1.97,2.43,2.3,2.21,1.87,2.2,1.97,0.56,1.69,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,0.73,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.68,-999,0.72,1.18,1.02,1.59,5.14,0.99,2.54,1.03,2.32,2.07,2.22,2.73,1.99,3.23,0.86,0.21,3.71,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,0.04,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,1.87,2.62,2.02,0.68,1.84,3.36,1.39,0.72,0.71,1.04,0.36,4.19,3.22,2.46,2.43,1.59,2.44,2.5,0.64,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1.54,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
