HORSHAM-CHRISTS-HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ150289,Long,-0.360799,Lat,51.047948,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,4.77,1.4,5.1,1.11,1.73,1.07,3.28,1.27,2.5,5.09,0.69,4.48,1.52,1.28,3.41,4.93,3.63,3.03,4.18,1.63,2.45,3.92,3.94,2.5,4.52,1.37,4.04,1.81,2.63,1.98,2.24,0.74,5.29,5.05,3.02,4.17,2.63,2.73,3.22,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.32,0.65,2.55,1.18,0.89,0.33,3.9,1.68,2.29,1.28,5.07,4.95,5.52,1,1.2,2.58,0.55,0.69,2.71,5.51,0.57,4.35,2.75,4.9,1.3,0.73,1.17,2.33,0.52,2.25,0.07,3.35,1.58,4.07,0.67,1.49,3.09,3,0.63,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.08,3.7,1.22,0.8,2.34,3.44,1.29,1.63,4.5,3.23,4.62,0.65,3.47,1.96,1.05,3.73,1.83,1.29,2.56,3.15,1.79,0.62,0.48,2.99,2.39,0.01,1.67,0.48,1.32,2.92,2.33,0.48,1.55,3.78,0.42,0.93,2.91,3.16,2.13,0.41,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.35,1.57,0.64,3.91,2.49,1.35,2.35,1.01,0.09,3.5,1.7,1.37,1.3,2.36,3.55,2.33,3.12,0.91,3.81,2.67,3.29,2.79,3.32,2.5,2.28,0.3,2.03,3.59,2.49,0.57,2.2,3.06,1.56,2.62,0.25,2.47,1.42,1.38,1.69,1.19,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.83,0.48,1.59,2.13,2.23,1.43,1.79,0.92,1.08,2.57,1.38,3.2,2.07,1.44,1.83,0.19,0.82,1.79,0.71,3.03,4.25,3.27,1.54,0.66,1.8,2.29,2.16,2.7,3.37,1.62,0.4,1.08,0.31,2.71,1.64,1.46,1.31,,3.12,2.7,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.78,4.51,1.76,1.62,2.35,2.79,3.12,2.08,2.62,0.46,0.37,1.28,2.76,1.8,1.46,0.86,1.88,0.03,1.15,0.36,3.75,0.02,3.63,4.39,2.37,1.62,0.57,1.64,1.23,1.62,0.61,3.29,2.69,1.38,0.53,1.05,0.19,1.97,0.13,1.39,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.8,0.47,0.37,0.96,2.23,2.22,2.44,0.25,0.83,3.35,1.42,4.14,1.02,3.54,4.95,2.01,5.55,0.2,4.26,1.73,4.3,4.79,1.97,4.29,0.91,2.08,1.9,2.85,3.53,2,2.15,1.04,4.56,0.89,1.61,2.7,2.49,,1.65,1.15,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.7,3.23,0.93,1.85,4.22,3.13,2.26,2.34,6.37,1.46,1.53,1.54,2.68,5.91,1.68,3.1,1.56,2.01,2.57,1.92,3.21,2.84,2.28,4.82,2.32,2.08,3.54,,0.54,0.7,1.88,3.52,1.09,1.15,1.9,2.27,0.06,,3.29,1.17,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.84,1.76,1.3,0.52,1.04,3.25,0.23,1.29,3.34,3.03,1.21,1.71,2.2,1.49,5.43,1.39,3.69,0.64,1.63,1.59,4.03,2.81,0.62,5.45,1.07,0.5,3.1,,1.74,2.97,1.68,3.59,2.59,1.5,3.28,1.53,2.12,,1.84,1.25,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.88,1.36,4.4,5.44,2.2,6.42,2.8,5.34,3.39,4.25,1.53,3.22,5.5,4.07,1.63,0.48,2.48,1.51,1.17,6.6,4.22,3.44,2.54,2.35,6.64,4.68,2.08,,6.59,1.42,2.07,5.2,1.42,3.1,3.3,5.94,3.82,,,3.61,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,1.31,5.09,5.13,2.4,0.95,1,3.55,5.36,2.15,3.48,4.37,3.2,5.7,1.55,2.53,1.89,1.79,2.03,2.11,1.69,3.23,3.46,6.51,3.19,3,7.96,6.06,3.97,1.07,0.84,3.09,6.52,4.56,2.03,3.68,4.94,6.61,3.65,,1.21,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,3.22,0.68,2.11,2.92,3.59,4.32,4.14,8.27,3.54,1.55,8.8,7.66,3.5,2.07,2.34,5.48,3.06,1.88,4.11,2.89,4.89,3.5,0.41,4.8,3.49,7.86,3.04,0.56,0.61,0.59,6.63,3.74,2.81,3.55,3.43,1.54,2.11,2.35,,1.85,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,25.88,24.9,27.1,24.84,26.26,30.75,31.15,31.44,32.7,33.25,32.69,37.4,37.24,28.47,31.06,28.97,29.96,16.01,30.97,32.77,39.98,35.81,29.99,42.84,32.09,31.48,31.36,,25.64,19.48,25.35,35.61,30.01,31.83,23.73,30.49,28.76,,,,,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1931 Aug-Oct Estimated, so these months and  total removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1941 May, Jun-Oct Estimated, so these months and total removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1943 Jan-Feb Estimated, so these months and total removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
