DUNSTABLE (SEWAGE WORKS),,,,,,,,,,,,
Grid ref,TL004239,Long,-0.542033,Lat,51.904603,,,,,,,
Station no,1162/6/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.88,2.31,,
February,,,,,,,,,0.04,2.12,,
March,,,,,,,,,2.09,1.51,,
April,,,,,,,,,1.84,0.55,,
May,,,,,,,,,0.72,1.83,,
June,,,,,,,,,1.46,2.59,,
July,,,,,,,,,2.55,3.99,,
August,,,,,,,,,0.85,4.35,,
September,,,,,,,,,0.14,3.53,,
October,,,,,,,,,1.75,4.02,,
November,,,,,,,,,2.24,3.18,,
December,,,,,,,,,3.81,3.46,,
Total,,,,,,,,,20.37,33.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.37,33.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
