STOCKBRIDGE (HOUGHTON DOWN FARM),,,,,,,,,,,,
Grid ref,SU337352,Long,-1.519934,Lat,51.115105,,,,,,,
Station no,658/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.83,2.72,3.12,4.56,2.54,3.10,3.52,3.91,,
February,,,1.49,2.63,1.72,0.18,3.69,2.75,0.27,2.46,,
March,,,0.45,2.71,1.13,1.11,2.09,1.72,3.21,1.85,,
April,,,2.85,0.25,0.53,1.87,0.23,0.87,3.56,0.99,,
May,,,2.26,1.70,4.42,0.80,1.69,2.21,1.19,1.35,,
June,,,1.52,3.01,2.73,2.09,1.33,3.43,0.67,3.60,,
July,,,2.54,3.13,0.21,2.76,4.43,1.40,1.53,4.39,,
August,,,1.83,3.24,0.49,5.04,2.73,4.26,2.59,3.87,,
September,,,2.66,2.70,2.29,4.25,2.75,3.47,0.03,4.37,,
October,,,2.47,2.49,2.99,2.82,2.67,3.78,2.71,9.16,,
November,,,2.79,5.63,2.31,0.71,2.30,2.64,4.11,3.53,,
December,,,0.74,2.66,3.90,5.76,2.91,3.00,6.07,4.14,,
Total,,,22.43,32.87,25.84,31.95,29.36,32.63,29.46,43.62,,
Calc annual,0.00,0.00,22.43,32.87,25.84,31.95,29.36,32.63,29.46,43.62,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
