BROCKWORTH-THE-KIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO894161,Long,-2.155269,Lat,51.843399,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.14,3.33,3.32,4.39,0.85,4.8,1.36,2.75,2.53,1.93,0.59,3.47,3.86,3.06,5.08,2.3,2.01,2.79,5.21,1.6,1.62,2.1,1.87,4.39,2.39,0.3,3.02,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.3,1.73,2.78,2.07,0.47,0.4,1.72,0.19,3.86,0.48,2.34,2.36,3.65,0.76,1.05,2.12,2.51,0.72,1.22,0.7,1.82,1.3,1.27,0.93,0.75,5.66,3.75,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.3,0.26,3.25,2.33,0.12,2.05,0.3,1.88,2.44,2.3,0.41,1.54,4.09,0.14,1.73,1.87,2.41,1.82,0.98,0.36,1.08,0.83,6.18,1.31,1.01,1.66,3.47,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.08,3.52,1.38,1.22,0.73,2.36,2.4,2.89,0.92,2.4,4.22,1.97,2.65,0.14,3.19,1.62,0.98,1.28,0.74,0.87,1.12,2.32,2.38,1.91,1.89,1.72,2.86,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.24,2.27,0.86,0.72,1.73,1.06,3.19,5.91,1.91,0.99,0.77,0.49,1.68,2.51,1.07,1.54,1.57,3.16,2.99,0.8,1.99,3.14,1.63,4.57,2.22,2.19,2.65,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0,1.63,3.26,2.38,0.83,0.89,3.52,1.56,1.58,0.73,3.43,3.21,0.87,0.85,2.08,0.54,2.31,0.18,1.71,2.49,3.05,1.88,1.51,1.91,0.63,1.99,0.74,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.91,2.74,2.88,1.97,1.81,2.86,3.92,1.9,1.27,2.12,0.4,4.89,2.5,2.68,4.97,3.24,2.64,1.9,0.57,2.65,2.04,1.14,2.43,0.79,0.61,3.6,0.73,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.68,1.48,4.61,2.67,1.73,3.03,3.67,2.24,0.49,2.37,1.92,0.14,0.66,1.98,2.22,0.15,4.31,3.97,1.81,3.22,1.57,6.69,0.5,3.72,1.18,4.57,5.22,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,3.2,0.73,5.07,0.8,0.31,2.98,3.03,3.34,2.4,1.72,3.97,3.65,2.1,2.16,0.14,0.87,0.68,1.32,2.37,2.18,1.47,3.88,1.83,3.09,1.68,3.1,2.38,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.3,2.89,1.45,5.04,4.32,1.38,0.6,4.2,3.87,1.18,3.8,1.06,3.19,2.81,2.74,3.4,2.2,2.64,1.82,4.1,2.53,0.65,0.28,3.08,5.3,0.69,0.72,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
