"EARBY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD909472,Long,-2.140046,Lat,53.920858,,,,,,,
Station no,3300,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.80,5.34,1.09,3.34,2.32,5.35,5.05,4.19,3.70,5.07,,
February,4.19,0.93,2.04,2.71,1.67,1.16,3.23,6.30,0.35,2.76,,
March,4.69,2.48,1.79,2.69,1.78,1.70,3.39,1.32,1.74,1.32,,
April,2.74,2.79,3.42,0.73,1.78,3.11,0.39,1.16,2.36,2.36,,
May,2.13,1.62,1.78,2.79,3.26,1.72,1.27,5.46,0.92,1.41,,
June,1.54,2.40,2.03,2.50,2.40,2.93,1.90,4.59,2.59,1.15,,
July,2.63,1.54,4.92,4.04,1.11,4.10,4.94,3.25,2.62,6.40,,
August,4.24,5.33,5.14,6.48,1.15,8.91,4.98,4.00,0.67,3.57,,
September,3.49,3.45,3.01,5.67,2.88,3.72,4.76,4.42,0.24,2.41,,
October,1.58,3.54,1.74,8.50,2.22,3.02,5.64,3.58,5.00,3.17,,
November,7.10,1.69,5.01,6.46,2.31,1.28,1.67,1.34,4.93,8.13,,
December,9.57,3.78,2.22,5.82,5.73,4.91,4.62,4.30,8.56,5.22,,
Total,48.70,34.89,34.19,51.73,28.61,41.91,41.84,43.91,33.68,42.97,,
Calc annual,48.70,34.89,34.19,51.73,28.61,41.91,41.84,43.91,33.68,42.97,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
