FOULRIDGE UPPER RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD891414,Long,-2.167245,Lat,53.868693,Elevation,582,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,4.64,4.59,7.21,3.24,7.08,3.28,2.22,2.2,5.52,3.75,3.82,1.31,5.12,3.07,2.87,1.55,5.3,7.45,4.6,2.85,4.15,4.4,3.34,2.08,5.56,2.55,4.67,2.4,6.6,2.23,3.75,3.97,3.66,6.55,5.08,3.36,3.1,4.45,4.55,7.45,3.48,3.66,3.15,2.99,4.18,4.04,10.29,2.35,6.69,1.65,4.24,4.6,7.27,4.44,4.9,5,7.68,2.67,3.78,5.28,5.67,1.72,4.1,2.39,5.95,4.74,3.72,4.01,
February,,,3.16,2.48,3.8,3.25,0.75,1.14,0.69,3.31,0.84,0.52,3.03,6.4,6.99,0.48,1.93,3.07,4.67,1.78,4.01,1.43,1.11,5.38,4.82,2.48,3.09,3.14,3.33,2.91,5.42,6.33,1.79,2.47,2.68,4,5.43,0.88,7.17,1.93,4.72,0.79,5.18,5.34,0.72,7.08,4.32,1.89,7.09,0.82,0.59,5.27,1.85,3.15,2.32,5.51,6.08,3.2,3.74,3.6,6.08,3.1,1.79,2.15,2.79,2.66,1.34,3.07,6.83,0.75,
March,,,5.58,1.13,2.44,2.66,3.67,1.54,3.84,3.01,5.15,2.29,0.69,1.81,5.04,3.13,6.88,5.65,1.95,2.56,0.61,3.12,2.62,6.23,2.7,3.46,4.3,4.52,3.47,2.25,0.85,3.17,5.45,6.13,4.81,1.79,3.54,2.28,1.32,5.63,3.5,4.28,2.53,1.87,1.3,1.28,2.42,3.83,2.89,1.12,2.49,3.58,3.2,1.82,0.66,1.45,1.82,7,2.31,1.35,1.93,3.88,2.36,2.09,2.9,2.58,2.78,4.04,1.76,1.81,
April,,,4.53,2.24,1.3,1.91,3.7,1.31,1.93,2.37,1.39,1.61,1.46,0.8,2.46,2.82,2.38,2.37,3.11,4.05,1.89,2.59,2.4,2.61,3.4,2.86,1.28,1.7,1.74,4.28,2.74,2.66,1.45,4.09,1.44,1.93,3.06,2.37,1.38,1.97,4.24,1.61,2.66,2.86,1.76,3.43,1.84,3.67,1.63,1.22,3.05,2.49,1.38,2.53,2.52,2.91,1.59,4,2.09,4.7,3.55,2.84,2.71,3.14,0.79,1.75,3.28,0.56,1.51,3.66,
May,,,1.46,0.9,2.19,1.91,5.3,2.07,1.36,2.51,2.2,2.56,4.84,2.47,2.35,0.61,0.35,2.06,2.56,3.65,0.98,1.28,2.7,3.27,2.54,0.75,4.39,3.1,3.63,2.18,2.45,2.78,2.28,2.55,2.03,2.1,2.45,1.65,1.45,2.19,5.69,1.87,1.9,4.98,4.65,3.91,3.83,1.69,1.21,3.11,2.22,2.05,2.23,2.35,3.36,5.19,1.43,2.3,1.14,2.63,2.44,2.47,1.76,1.68,3.46,3.99,2.51,1.43,5.31,1.29,
June,,,5.26,3.41,0.51,3.65,2.16,0.17,2.13,0.42,3.71,0.79,3.78,3.53,4.16,3.36,2.35,4.33,3.31,1.27,2.85,1.68,1.4,2.26,2.19,2.23,1.54,6.51,2.27,2.38,3.14,5.18,6.66,2.83,2.1,0.49,2.75,3.19,2.31,1.21,2.42,0.71,2.46,1.2,4.48,0.13,2.51,4.36,4.71,1.71,2.55,0.44,1.11,4.82,3.59,4.93,2.85,3.08,4.8,0.6,2.91,1.4,3.17,4.24,2.14,2.67,2.38,2.35,5.01,,
July,,,6,3.55,3.69,2.12,4.28,2.01,6.15,4.36,3.42,2.92,1.59,3.46,4.03,6.78,2.22,2.09,0.58,1.92,2.44,1.51,3.15,3.83,1.56,1.84,1.88,2.47,4.84,5.26,4.01,0.47,3.76,1.19,2.74,4.79,2.52,2.21,3.73,1.96,6.92,2.48,5.71,4.84,3.68,1.89,3,4.01,2.24,3.37,7.14,1.51,4.96,3.9,3.15,2.25,4.4,4.54,1.99,2.18,3.59,2.95,1.73,5.2,5.33,1,4.09,6.47,3.61,,
August,,,3.61,3.25,1.49,1.93,2.74,2.95,4.21,6.64,6.19,7.73,6.93,5.54,5.15,4.84,2.78,6.85,6.11,1.91,5.18,2.98,2.7,6.11,5.05,3.51,5.02,4.72,3.62,2.92,5.69,2.71,7.5,1.89,2.5,3.23,3.35,5.51,3.23,3.75,2.42,5.82,7.11,5.59,5.59,4.79,4.33,7.12,6.41,5.54,6.18,5.82,5.06,5.96,3.1,2.68,7.44,0.2,5.01,3.06,6.72,4.16,5.85,6.57,8.22,1.01,8.91,6.02,4.73,,
September,,,2.77,7.45,2.22,6.12,4.43,5.51,1.53,2.33,3.4,3.95,4.46,4.24,0.31,2.18,6.47,5.37,1.32,6.27,1.73,0.94,1.1,5.35,0.68,2.57,1.31,1.02,4.63,2.69,0.37,4.1,2.6,1.39,2.78,1.54,2.26,3.12,11.01,3,2.19,2.28,3.66,6.51,4.45,3.24,4.37,6.49,1.45,1.97,2.76,0.8,2.99,4.23,7.62,3.03,6.95,3.69,3.55,1.42,6.91,3.89,4.49,4.24,6.4,2.91,4.11,5.86,5.58,,
