BRADFORD-GRANGE-ROAD-HORTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE146324,Long,-1.7798808,Lat,53.787718,Elevation,450,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,3.61,1.18,5.49,1.55,2.12,2.03,4.03,1.06,4.96,3.88,2.36,5.17,2.45,2.23,2.82,4.85,4.53,6.13,4.09,2.03,2.55,3.7,3.73,2.9,7.63,1.83,5.71,2.38,2.51,2,2.57,1.49,,,,,
February,,,,,4.59,1.69,2.88,2.54,2.43,0.9,3.46,3.54,2.12,1.31,2.49,4.05,5.43,0.69,4.51,1.92,2.77,0.11,3.8,5.64,0.81,5.72,2.93,1.4,3.92,0.62,1.01,3.33,0.22,5.22,0.15,4.47,,,,,
March,,,,,2.45,3.21,2.4,3.33,3.63,3.79,0.61,1.25,4.9,4.2,3.87,0.92,4.03,3.23,1.74,5.36,2.55,2.2,2.47,1.84,1.36,1.09,1.27,2.98,2.72,0.26,2.19,0.39,2.04,2.12,2.72,1.64,,,,,
April,,,,,1.98,2.45,0.93,2.09,2.37,3.44,2.48,1.09,0.61,3.49,1.78,1.28,1.93,1.78,0.78,1.8,4.21,1.26,3.67,2.15,2.03,2.9,1.35,2.57,0.89,1.36,3.3,3.59,3.05,1.88,3.22,4.39,,,,,
May,,,,,2.98,0.73,3.01,3.47,1.99,2.53,1.98,0.79,3.15,2.92,1.1,1.74,2.34,2.7,3.42,2.27,3.97,1.78,1.25,3.44,4.58,4.9,2.96,1.48,1.81,1.67,1.46,2.44,4.33,2.67,1.97,0.86,,,,,
June,,,,1.39,1.6,2.89,2.47,4.89,1.11,2.58,3.71,3.12,6.29,1.8,2.83,2.2,2.24,1.78,1.34,0.84,2.41,0.04,1.52,0.68,2.26,0.15,3.26,2.79,4.97,0.92,2.62,5.53,0.7,1.59,1.59,3.29,,,,,
July,,,,4.51,3.15,1.29,2.35,2.6,3.33,3.48,2.74,0.25,4.18,0.81,3.89,4.45,2.85,1.46,6.14,2.42,7.88,1.35,4.43,3.36,3.5,1.05,2.44,3.4,0.63,2.13,5.62,3.84,5.01,2.11,1.71,0.72,,,,,
August,,,,3.74,3.91,5.03,2.87,2.03,2.31,2.83,3.96,2.01,5.91,1.56,2.68,6.08,2.07,6.42,2.17,2.4,2.04,3.76,5.75,3.57,3.58,4.02,3.04,6.04,4.21,2.5,4.21,4.04,0.85,0.98,1.71,1.27,,,,,
September,,,,4.77,0.58,1.74,0.67,0.92,2.72,3.24,0.1,3,1.91,1.92,1.73,0.56,1.65,1.33,8.52,1.43,1.57,1.18,3.69,2.96,3.41,2.81,1.92,3.79,0.48,0.74,5.06,4.18,3,2.23,1.86,6.01,,,,,
October,,,,11.37,0.72,2.88,6.43,5.45,1.93,3,3.52,3.33,3.94,2.62,2.34,1.92,5.73,6.11,1.95,2.35,2.97,2.19,0.91,3.63,3.44,3.61,3.4,3.33,4.98,3.62,3.8,1.36,4.82,4.1,2.88,7.33,,,,,
November,,,,2.19,2.93,4.75,3.96,3.5,1.81,1.1,4.75,3.68,2.36,3.37,4.93,1.99,3.33,3.12,1.26,2.93,1.99,2.5,1.63,4.67,2.73,2.39,5.2,3.41,5.42,5.75,4.63,6.47,2.12,2.27,1.83,6.16,,,,,
December,,,,2.06,2.42,0.72,3.42,4.16,2.22,5.4,3.7,4.5,4.17,2.53,7.09,7.55,3.01,1.75,5.6,5.94,3.5,4.97,3.96,3.02,3.91,4.41,0.94,2.2,1.82,7.25,3.26,1.49,1.34,0.58,5.56,3.3,,,,,
Total,,,,,30.92,28.56,36.88,36.53,27.97,34.32,35.04,27.62,44.5,30.41,37.09,37.91,37.06,32.6,40.25,34.51,40.39,27.47,37.17,36.99,34.16,36.75,32.44,36.29,39.48,28.65,42.87,39.04,29.99,27.75,27.77,40.93,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is on Grange Road at stated altitude and also stated relationships to church and station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
