BATHGATE (NORTHBANK FILTERS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS981692,Long,-3.631471,Lat,55.905085,Elevation,640,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,2.24,2.71,1.86,3.72,1.55,3.23,2.89,3.71,5.76,2.65,2.49,2.86,3.07,4.5,3.41,6.09,1.01,4.38,2.15,5.36,3.47,4.1,1.24,3.98,2.42,5.06,5.8,1.26,2.14,4.01,3.06,3.35,2.86,3.48,2.95,7.88,3.22,2.24,3.27,2.91,1.23,3.81,2.28,1.78,5.19,,0.98,3.61
February,,,,2.04,3.07,2.94,4.2,0.93,3.65,1.34,3.47,0.5,2.3,3.12,0.61,3.28,4.16,1.8,3.6,1.24,0.72,2.34,0.05,2.31,0.18,2.71,3.49,4.46,1.11,3.73,1.37,4.07,1.88,2.85,1.29,4.68,2.25,0.7,3.62,3.4,3.29,2.54,0.78,1.35,2.08,2.11,1.56,3.2,,1.27,3.59
March,,,,3.74,3.87,1.83,2.57,1.93,1.04,1.57,3.45,4.42,1.77,1.36,1.41,2.08,1.87,2.38,2.09,0.51,2.77,1.11,2.01,1.5,4.02,1.37,2.3,1.6,2.36,4.18,3.08,3.03,1.3,1.98,0.52,1.95,2.83,3.2,2.35,1.05,3.31,4.25,1.73,0.73,1.98,1.78,1.92,2.73,,1.25,1.78
April,,,,2.67,1.75,1.84,3.48,1.62,0.74,2.43,2.2,1.07,2.26,3.22,1.65,5.78,2.16,1.65,0.91,2.24,0.85,2.72,3.24,1.92,5.17,3.09,1.13,1.35,0.45,1.57,2.9,1.67,2.31,1.53,2.24,1.48,0.79,4.81,2.89,2.61,2.95,2.74,1.58,2.63,1.66,1.17,0.41,2.12,,2.24,2.19
May,,,,1.74,2.7,1.66,6.05,1.96,2.81,0.65,3.67,1.85,2.29,1.73,6.1,5.31,3.1,1.77,2.03,2.15,1.6,3.51,3.44,2.06,1.61,0.81,0.7,1.75,4.36,0.98,2.21,5.21,2.34,4.03,3.06,4.32,1.96,3.7,2.09,1.83,2.24,3.02,1.8,2.84,4.62,2.63,1.76,2.29,3.26,1.23,1.61
June,,,,2.42,0.94,1.01,2.73,2.33,0.62,2.15,1.38,0.31,1.81,1.25,2.22,0.42,3.37,3.59,5.82,2.19,2.15,5.22,1.63,1.75,3.29,2.74,1.84,1.63,3.81,1.58,0.54,0.62,1.3,2.77,2.86,2.86,2.56,3.61,6.05,0.94,2.28,2.13,2.87,1.45,2.56,1.82,3.15,2.07,4.38,2.36,1.09
July,,,,1.1,4.21,4.01,4.41,1.66,2.82,1.01,2.95,3.07,3.89,3.72,3.72,1.79,2.92,3.97,2.1,3.06,4.52,4.68,2.2,4.76,3.97,1.63,4.56,3.38,2.97,5.42,5.4,2.76,2.72,2.54,2.25,3.6,3.55,2.8,3.16,2.33,4.61,5.83,2.94,4.64,2.99,1.48,4.36,3.92,6.47,3.9,2.75
August,,,,0.94,2.02,3.51,3.84,4.86,2.03,2.59,6.66,5.91,1.83,5.12,3.3,2.91,1.94,7.5,4.48,4.26,5.09,3.82,0.77,1.53,3.68,1.24,1.88,4.87,1.81,1.35,1.15,3.82,2.61,4.27,4.49,2.62,3.74,0.02,8.19,3.79,3.97,5.32,4.56,2.86,6.86,1.11,6.84,3.85,3.81,0.65,3.52
September,,,,2.22,0.8,1.76,1.67,1.83,5.26,3.26,1.64,1.93,1.91,4.21,3.76,4.46,3.91,8.55,3.17,0.82,4.17,1.59,3.96,1.71,2.77,4.54,3.26,2.44,2.95,1.93,2.95,0.7,4.01,2.52,4.35,5.17,5.84,2.53,4.39,1.94,7.54,2.34,2.54,2.82,3.89,2.16,4.18,2.02,3.36,0.81,2.03
October,,,,2.87,1.98,2.03,6.17,4.07,4.57,1.55,0.97,4.55,1.96,3.42,3.39,2.98,5.37,4.36,4.72,3.66,4.05,2.74,5.19,2.91,4.44,6.46,2.64,4.23,6.28,3.12,3.67,3.41,4.04,4.64,4.01,4.8,0.81,1.53,3.19,5.95,2.67,0.62,2.85,1.57,7.96,2.01,2.42,3.13,2.22,3.29,3.86
