KIDDERMINSTER PARK HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO864778,Long,-2.201302,Lat,52.398044,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.08,0.66,1.42,0.62,3.42,3.41,1.35,0.93,2,2.44,0.99,3.19,0.98,0.97,1.05,2.16,0.67,3.08,3.88,0.87,2.79,0.6,1.85,2.36,3.37,3.16,2.77,4,1.67,2.67,1.84,3.11,2.76,3.96,1.4,4.75,1.78,2.29,1.85,2.69,0.96,3.4,2.96,2.66,5.42,3.51,2.07,2.59,5.21,2.09,1.93,2.76,2.11,4.43,1.71,0.57,2.2,2.23,0.88,1.21,2.5,3.31,1.43,2.51,3.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.35,0.61,2.13,1.33,2.59,3.73,1,1.3,1.39,3.81,0.75,1.71,0.46,1.28,0.48,3.16,1.46,1.39,0.71,1.78,3.81,3.5,0.55,0.92,2.25,1.09,0.21,2.87,5.36,0.61,3.14,2.29,2.44,1.83,0.53,0.5,2.4,0.25,3.13,0.35,2.49,2.69,4.04,0.54,0.99,2.5,2.22,1.42,1.35,1.37,1.76,1.81,1.4,1.46,0.66,4.58,2.51,0.48,1.59,2.57,1.64,0.64,2.71,4.83,0.2,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,2.07,2.46,3.05,0.26,0.5,0.4,1.78,1.32,4.12,1.24,3.1,0.87,0.99,3.09,2.6,0.49,1.74,4.05,4.79,2.21,0.6,3.45,2.86,1.5,4.64,2.46,1.31,1.88,1.66,1.48,0.75,0.53,2.37,2.03,0.14,2.4,0.24,1.64,2.33,2.15,0.59,2.61,2.83,0.44,1.52,1.41,2.34,1.83,0.72,0.3,1.01,0.74,5.58,1.1,1.77,1.45,4.06,1.67,1.02,2.17,2.98,1.16,2.17,0.98,2.24,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.12,1.19,1.68,1.35,2.08,1.41,1.83,2.25,1.41,1.41,1.89,1.59,1.77,2.25,1.88,1.6,0.69,0,3.25,0.79,1.29,0.58,1.43,2.62,1.83,3.42,0.97,2.53,2.76,3.34,2.53,1.77,1.28,1.15,0.5,2.39,3.63,3.23,0.94,2.75,3.34,1.85,2.13,0.14,1.79,2.67,1.22,1.34,1.04,1.83,0.84,2.24,2.21,2.32,2.34,2.2,1.92,2.1,2.67,0.51,1.38,1.95,0.09,0.46,3.18,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.33,0.58,0.31,0.47,3.26,1.82,2.64,1,2.66,4.43,4,0.26,2.48,2.93,2.02,1.08,1.5,1.56,3,2.11,0.97,2.13,2.67,4.54,2.82,0.89,2.05,1.04,0.97,1.46,6.37,2.46,3.23,1.31,0.85,1.91,3.1,4.8,5.74,2.16,1.06,0.88,1.54,1.87,1.89,1.19,2.93,2.68,3.86,3.29,0.77,2.55,2.76,1.94,1.78,2.26,1.8,3.48,2.89,2.16,3.18,4.17,0.53,1.55,2.08,1.12,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.44,1.46,1.73,2.42,0.85,3.1,2.79,2.05,2.51,2.05,0.44,1.96,3.05,2.03,2.54,4.15,2.46,1.4,5.86,1.5,2.55,0.95,0.97,2.23,0.95,0.92,2.13,0.45,0.82,0.41,2.02,0.11,1.42,4.3,3.23,2.04,1.45,3.88,0.87,3.04,1.92,3.07,3.01,1.47,1.17,1.25,0.59,1.24,0.1,1.91,1.32,2.44,3.04,1.83,3.13,0.26,2.19,0.77,1.95,2.9,2.88,3.1,2.04,1.69,3.72,1.12,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.85,2.5,1.79,1.06,1.04,1.22,1.69,2.65,1.2,1.48,3.73,1.92,1,2.07,2.36,3.33,2.25,0.27,2.59,1.42,5.08,6.97,2.17,3.14,2.78,3.58,4.21,0.47,4.33,3.34,3.66,3.49,2.63,3.36,1.2,1.67,4.35,3.47,4.2,2.5,1.09,0.39,6.16,2.89,4.25,4,2.11,3.49,1.33,0.88,2.08,2.1,1.4,3.44,1.27,2.15,2.41,1.46,1.27,3.6,3.28,0.71,3.86,3.84,3.78,1.43,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.28,2.37,1.6,3.57,1.76,0.9,2.63,2.2,3.8,4.08,2.66,4.7,0.77,2.7,2.83,1.49,5.87,2.6,6.85,1.42,1.74,2.17,1.74,5.37,1.49,2.73,1.06,3.89,3.78,1.76,3.5,1.81,2.1,3.38,1.95,1.59,3.38,4.13,2.53,0.75,2.26,2.15,0.53,1.11,3.32,1.6,0.16,3.8,2.38,1.53,2.39,2.24,6.71,1.37,4.65,1.2,2.93,4.18,3.76,2.83,4.47,0.66,4.52,3.02,3.74,1.3,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.24,0.43,5.12,2.07,0.82,3.33,0.78,1.43,0.63,4.26,2,0.86,1.09,0.61,2.28,2.77,0.89,1.51,0.71,2.35,1.01,0.67,0.85,2.21,7.58,1.66,1.79,0.84,2.1,2.25,3.91,4.16,0.87,4.14,0.56,0.91,3.07,2.22,2.52,0.77,1.98,3.39,2.42,2.19,1.6,1.01,1.24,1.21,1.41,2.39,2.81,1.05,3.58,1.01,2,1.21,4.09,2.93,1.16,2.86,2,1.72,2.68,4.33,3.96,0.13,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.77,2.2,2.24,1.05,2.58,2.43,2.67,1.44,2.57,5.54,0.66,1.25,4.48,5.52,1.73,2.56,2.56,1.81,2.52,3.55,1.71,2.46,3.69,3.56,2.36,2.25,3.11,1.76,0.22,3.78,3.88,3.62,2.29,1.66,4.41,4.07,3,0.85,3.68,4.4,1.43,2.98,1.48,2.28,2.57,3.44,3.7,2.38,1.96,2.14,2.57,3.02,0.63,0.42,2.03,4.77,0.94,0.6,4.21,1.96,3.04,1.88,1.76,1.58,2.22,2.41,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
