"SOHAM",,,,,,,,,,,,
Grid ref,TL593734,Long,0.336640,Lat,52.335556,,,,,,,
Station no,RR4834,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.57,0.54,0.63,1.62,1.27,1.04,2.83,0.90,0.72,0.96,,
February,3.56,0.86,0.84,0.47,2.37,0.88,2.08,1.08,1.07,0.18,,
March,0.71,1.64,0.99,1.59,1.21,1.69,1.29,0.87,1.60,2.40,,
April,0.97,2.13,1.01,1.10,0.67,1.81,1.09,2.26,2.64,1.19,,
May,0.98,1.10,2.88,2.93,1.70,1.25,1.07,2.95,0.81,1.45,,
June,2.20,1.56,3.30,2.63,0.97,2.68,3.33,1.80,0.97,4.92,,
July,1.57,1.17,1.48,3.99,2.20,0.66,1.28,1.77,3.36,4.50,,
August,2.61,1.36,2.97,3.37,2.14,3.04,0.94,1.58,2.18,2.09,,
September,0.62,1.19,0.57,3.05,1.41,2.12,0.75,0.63,1.29,2.71,,
October,2.25,1.61,1.28,5.01,1.22,1.64,2.77,2.12,1.26,3.13,,
November,2.04,1.33,0.98,1.97,1.13,1.59,3.09,2.31,0.95,0.48,,
December,2.08,1.73,0.94,0.96,1.48,0.81,1.87,2.66,1.42,3.14,,
Total,22.16,16.22,17.87,28.69,17.77,19.21,22.39,20.93,18.27,27.15,,
Calc annual,22.16,16.22,17.87,28.69,17.77,19.21,22.39,20.93,18.27,27.15,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,,
