HAYES,,,,,,,,,,,,
Grid ref,TQ097810,Long,-0.420395,Lat,51.517280,,,,,,,
Station no,847/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.16,1.65,0.89,1.05,2.34,3.90,1.55,2.80,,,,
February,4.54,0.76,1.50,2.30,1.70,0.25,3.39,2.51,,,,
March,3.51,2.97,0.42,2.38,1.13,0.79,1.20,1.26,,,,
April,2.25,1.67,2.51,0.31,0.50,1.17,0.24,1.24,,,,
May,2.09,2.10,1.37,2.31,4.54,0.22,0.79,2.38,,,,
June,0.94,1.43,1.54,3.66,2.24,1.58,0.77,4.09,,,,
July,1.31,0.57,3.16,2.65,0.38,3.87,3.78,2.87,,,,
August,3.76,3.86,1.93,3.84,0.89,3.66,2.31,4.08,,,,
September,2.84,3.53,2.39,2.72,1.95,2.25,2.22,4.14,,,,
October,0.98,2.53,2.94,2.54,3.80,2.83,2.09,2.57,,,,
November,4.96,3.49,1.20,3.97,1.45,0.57,2.42,2.37,,,,
December,1.56,2.72,0.72,1.84,1.77,2.86,1.75,3.10,,,,
Total,31.90,27.28,20.57,29.57,22.69,23.95,22.51,33.41,,,,
Calc annual,31.90,27.28,20.57,29.57,22.69,23.95,22.51,33.41,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
