"MOORFOOT HILLS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5113,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,4.61,
February,,,,,,,,,,,0.94,
March,,,,,,,,,,,2.68,
April,,,,,,,,,,,2.10,
May,,,,,,,,,,,1.72,
June,,,,,,,,,,,2.88,
July,,,,,,,,,,,3.23,
August,,,,,,,,,,,7.93,
September,,,,,,,,,,,4.47,
October,,,,,,,,,,,5.66,
November,,,,,,,,,,,6.35,
December,,,,,,,,,,,3.30,
Total,,,,,,,,,,,45.87,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.87,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
