MOORFOOT HILLS new gauge. 1260',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT297484,Long,-3.120777,Lat,55.723892,Elevation,1260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4.61,3.89,4.62,3.88,4.65,2.17,5.61,6.43,5.51,6.32,2.92,3.7,5.92,4.36,3.8,3.91,3.31,4,6.95,4.18,2.35,4.12,3.52,1.2,4,2.2,2.83,4.1,5.55,1.3,4.05
February,,,,,,,,,,,0.94,3.06,0.9,4.28,0.38,3.51,4.4,5.47,1.7,3.38,2.35,6.2,1.69,3.6,2.46,4.31,2.58,3,3.05,2.18,5.28,3.9,1.18,1.28,2.4,2.05,2.55,3.5,2.7,0.8,3.1
March,,,,,,,,,,,2.68,0.91,2.82,1.56,4.87,1.32,3.48,4.71,2,3.51,3.98,3.16,2.81,1.78,0.69,1.86,2.3,6.61,2.2,1.51,3.7,3.38,1.42,0.69,2.2,1.6,1.95,2.75,2,1.5,2.2
April,,,,,,,,,,,2.1,3.98,4.2,2.98,5.78,3.98,2.28,1.58,0.65,2.11,2.92,2.09,1.97,1.9,1.94,1.8,0.82,5.4,3.18,2.42,3.8,3.63,1.82,3.2,1.2,1.36,1.2,2.02,1.2,2.7,2.1
May,,,,,,,,,,,1.72,3.36,3.62,2.42,3.65,0.82,1.01,3.54,4.43,1.68,2.47,3.87,3.42,4.88,3.91,4.7,2.71,3.78,2.15,2.48,2.11,4.32,1.92,2.66,6,3,1.2,2.9,3.05,0.85,1.7
June,,,,,,,,,,,2.88,6.1,1.52,2.18,2.93,2.86,2.48,2.28,5.6,2.9,2.2,1.42,1.58,2.97,3.1,2.98,2.76,3.68,5.9,1.32,2.68,2.18,2.95,2.7,4.1,1.45,2.88,2,4.1,1.7,1.3
July,,,,,,,,,,,3.23,4.51,4.08,5.9,3.22,2.41,5.35,6.91,4.01,4.21,8.72,3.71,4.1,3.4,2.55,3.51,4.2,2.87,2.78,2.31,4.22,3.58,2.86,5.4,3.35,2.82,6.6,4.4,7.25,3,3.8
August,,,,,,,,,,,7.93,5.4,0.91,1.94,4.77,2.9,2.88,3.82,2.5,2.1,1.87,4.8,3.85,6.2,3.68,3.51,5.28,0,7.8,3.86,3.98,5.62,3.98,2.7,7.3,1.3,8.8,7,4.2,1.08,5.2
September,,,,,,,,,,,4.47,2,4.42,2,3.71,5.02,4.1,2.47,3.42,2.98,4.45,2.68,3.45,2.11,6.75,4.72,7.33,2.6,4.52,1.98,8.32,2.65,3.31,3.6,4.8,2.75,2.95,2.3,3.55,0.75,2.3
October,,,,,,,,,,,5.66,3.04,8.21,3.72,5.95,8.87,4.6,3.58,6.92,5.47,3.79,3.58,5.51,5.38,3.8,4.8,0.62,1.7,3.5,7.18,3.46,0.61,3.9,2.05,6.75,3.2,2.8,3,1.75,4,4.55
November,,,,,,,,,,,6.35,5.45,2.66,3.32,4.1,5.88,4.82,0.83,6.72,6.67,5.81,4.45,0.97,1.62,8.98,0.82,6.48,5.45,2.38,5.64,5.83,10.56,4.02,5.05,6.2,1.65,1.5,2.9,1.25,7.6,4.2
December,,,,,,,,,,,3.3,2.19,5.73,1.33,6.58,2.74,4.42,3.96,3.68,1.82,3.52,1.3,3.44,2.72,5.31,3.8,3.81,2.93,5.51,7.12,2.11,3.62,4.12,3.4,5,5.2,4.3,4.7,7.3,6,3.8
Total,,,,,,,,,,,45.87,43.89,43.69,35.51,50.59,42.48,45.43,45.58,47.14,43.15,45,40.96,38.71,40.92,46.97,40.72,42.2,42.02,49.92,42.18,47.84,48.17,35,33.93,53.3,28.58,39.56,41.57,43.9,31.28,38.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOT USED DUPLICATE TYRain_1951-1960_26_pt1-page-013.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
