"BROMSGROVE TARDEBIGGE RESERVOIR",,,,,,,,,,,,
Grid ref,SO983683,Long,-2.026359,Lat,52.312807,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.48,1.18,0.71,1.95,2.36,0.88,3.90,0.72,0.89,1.10,,
February,4.01,1.68,1.78,0.91,3.39,0.63,1.52,0.61,1.38,0.66,,
March,0.83,1.38,1.57,3.78,1.55,3.47,1.02,0.82,2.53,3.91,,
April,1.29,1.95,2.65,1.65,0.97,2.01,1.36,2.12,2.60,2.24,,
May,1.93,1.20,3.29,4.27,2.73,0.46,2.00,3.10,3.11,1.85,,
June,2.18,2.21,2.62,2.38,0.57,2.96,2.81,2.72,1.85,4.26,,
July,2.38,1.99,1.33,2.73,3.25,1.18,1.03,2.27,2.94,3.67,,
August,3.44,2.24,4.75,3.88,1.89,5.94,1.36,2.83,2.80,1.85,,
September,0.66,1.66,1.38,2.84,2.46,1.16,1.25,0.57,1.29,4.31,,
October,3.08,1.36,2.54,6.26,0.86,1.37,4.96,6.10,1.99,3.36,,
November,2.81,0.94,2.81,1.81,1.31,2.73,2.61,1.95,1.93,0.80,,
December,4.34,4.77,1.54,1.66,2.30,0.82,1.98,3.13,2.36,4.61,,
Total,30.43,22.56,26.97,34.12,23.64,23.61,25.80,26.94,25.67,32.62,,
Calc annual,30.43,22.56,26.97,34.12,23.64,23.61,25.80,26.94,25.67,32.62,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
