"BROMSGROVE (TARDEBIGGE RES) NEW G",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2406,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.67,2.08,1.95,2.86,1.08,3.75,3.46,2.73,6.03,3.16,,
February,2.45,0.19,3.10,0.44,2.23,2.97,4.45,0.74,1.02,2.88,,
March,0.20,1.76,2.40,2.42,0.67,2.17,3.05,0.39,1.55,1.64,,
April,3.47,3.13,1.02,2.09,3.80,2.05,2.95,0.12,2.11,2.43,,
May,4.13,6.57,1.35,0.89,0.88,0.93,2.29,1.74,0.94,2.66,,
June,4.22,1.23,2.24,0.92,3.20,4.58,0.92,1.85,1.85,0.69,,
July,4.23,2.77,1.48,1.12,0.77,6.00,2.39,3.29,6.46,2.42,,
August,5.53,2.10,0.67,2.29,1.55,0.89,0.59,3.97,2.24,0.15,,
September,2.86,3.00,0.91,2.23,4.02,2.97,2.39,2.29,0.74,1.26,,
October,0.83,3.46,3.18,1.32,3.67,1.63,2.91,2.49,4.25,4.80,,
November,3.40,1.45,0.92,2.16,5.69,2.69,1.50,2.97,3.96,7.09,,
December,1.03,0.98,0.39,5.50,3.73,2.74,2.33,4.66,1.61,1.69,,
Total,34.02,28.72,19.61,24.24,31.29,33.37,29.23,27.24,32.76,30.87,,
Calc annual,34.02,28.72,19.61,24.24,31.29,33.37,29.23,27.24,32.76,30.87,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
