DUNMURRY (WARREN HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ290690,Long,-6.00626,Lat,54.55361,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,2.26,4.51,3.84,5.92,1.91,4.29,3.68,2.54,2.28,2.61,1.62,5.49,5.88,4.29,5.1,4.21,3.74,6.59,5.45,4.13,3.92,4.02,3.99,7.81,3.04,1.7,3.02,,,,,,,,,
February,,,,,,3.35,3.19,1.87,4.29,3.22,0.88,3.48,0.18,3.83,0.33,3.76,2.67,5.62,1.12,3.11,3.13,3.35,2.44,1.87,1.57,3.48,2.85,2.37,2.1,1.72,3.84,3.27,,,,,,,,,
March,,,,,,1.34,1.29,2.71,3.34,0.48,2.19,1.23,1.88,2.25,2.7,1.69,2.51,6,0.98,4.26,4.55,4.96,3.04,1.18,0.56,1.57,1.86,5.4,2.22,2.78,1.61,2.62,,,,,,,,,
April,,,,,,3.64,2.05,1.85,1.47,1.31,1.56,2.98,3.25,1.22,2.9,2,1.18,2.77,0.25,2.89,4.58,2.56,1.86,2.71,2.08,1.95,0.88,2.87,1.83,2.55,4.83,1.55,,,,,,,,,
May,,,,,,4.76,2.36,1.37,1.48,2.45,1.85,4.18,2.41,2.26,2.9,1.46,1.35,1.16,2.59,1.09,1.06,2.55,3.03,4.37,1.76,3.98,1.57,3.73,2.4,2.49,1.37,,,,,,,,,,
June,,,,,,0.56,1.94,3.99,4.18,2.73,2.14,5,1.11,3.05,2.26,4.49,3.52,2.89,4.25,1.92,1.47,0.4,0.45,4.07,2.51,5.12,2.97,3.34,4.4,0.59,3,,,,,,,,,,
July,,,,,,4.24,4.31,3.33,2.88,3.18,4.14,2.66,5.05,2.67,1.96,0.95,6.04,3.67,4.19,5.74,6.1,3.44,3.45,1.97,3.75,3.54,3.63,4.35,3.01,2.91,5.47,,,,,,,,,,
August,,,,,,1.82,3.86,4,3.25,4.5,7.14,3.89,2.49,2.2,5.65,2.32,2.79,2.87,2.87,1.72,0.86,3.8,5.25,5.08,3.37,0.94,5.47,0.37,4.14,4.29,5.68,,,,,,,,,,
September,,,,,,3.79,2.8,5.59,2.47,0.92,4.27,1.93,3.55,1.13,4.22,4.49,4.42,1.93,2.59,2.58,2.39,1.64,4.1,2.15,5.06,2.69,6.47,2.88,4.18,2.27,5.87,,,,,,,,,,
October,,,,,,3.32,3.42,3.13,5.21,4.56,5.61,2.39,3.68,2.6,4.46,4.38,3.1,3.22,6.38,2.68,4.66,6.85,3.83,3.62,4.5,4.38,1.36,1.82,3.45,5.37,3.03,,,,,,,,,,
November,,,,,,2.44,4.49,4.26,4.6,4.83,3.89,5.97,1.66,1.38,1.32,4.49,4.54,1.2,3.94,5.45,5.6,4.21,0.58,2.87,4.71,1.58,4.18,4.48,2.67,2.94,2.8,,,,,,,,,,
December,,,,,,3.68,1.46,2.88,3.22,7.39,3.28,3.36,4.71,1.76,7.15,3.51,3.69,4.1,4.38,2.58,4.57,1.84,4.05,2.53,4.53,3.8,4.48,2.93,5.41,4.8,3.64,,,,,,,,,,
Total,,,,,,35.2,35.68,38.82,42.31,37.48,41.24,40.75,32.51,26.63,38.46,35.16,41.3,41.31,37.83,39.12,43.18,39.34,38.67,37.87,38.53,36.95,39.74,38.53,43.62,35.75,42.84,,,,,,,,,,
