"ESHER SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,1.84,1.14,0.29,1.43,2.87,1.06,0.74,1.77,0.93,2.57,,
February,0.82,0.01,0.89,2.41,1.33,0.18,0.26,2.13,1.09,2.40,,
March,0.95,1.27,0.73,0.32,0.94,0.98,3.11,3.58,0.81,0.43,,
April,1.42,0.72,0.64,0.03,1.89,1.16,0.64,1.64,0.89,2.13,,
May,0.98,2.44,1.26,0.98,1.55,0.52,0.30,1.71,2.75,1.39,,
June,2.43,1.27,2.66,0.99,1.79,0.22,2.01,4.58,1.43,1.76,,
July,3.98,2.75,1.68,1.83,3.45,3.90,1.58,1.40,0.52,0.52,,
August,1.75,3.58,2.71,1.14,2.67,3.18,2.14,2.62,1.18,0.68,,
September,0.49,0.93,2.42,1.09,1.01,1.00,5.62,1.96,0.55,2.47,,
October,0.71,4.34,2.30,3.54,4.38,2.59,2.41,0.66,3.69,2.18,,
November,1.20,2.23,2.55,1.54,2.37,2.88,1.05,1.11,2.55,4.31,,
December,0.39,2.07,1.12,1.71,1.55,2.21,3.33,2.49,2.51,1.48,,
Total,16.96,22.75,19.25,17.01,25.80,19.88,23.19,25.65,18.90,22.32,,
Calc annual,16.96,22.75,19.25,17.01,25.80,19.88,23.19,25.65,18.90,22.32,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
