ESHER SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ133660 ,Long,-0.373332,Lat,51.381751,Elevation,44,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,145/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,0.87,0.85,1.84,1.14,0.29,1.43,2.87,1.06,0.74,1.77,0.93,2.57,3.08,1.18,0.79,2.43,2.96,0.87,3.24,0.63,1.49,0.57,1.46,1.01,3.09,2.41,0.42,3.78,0.93,0.9,2.83,3.23,2.01,1.86,2.13,1.16,2.37,,,,,,,,,,,,,,,,2.41,2.43,2.56,4.44,1.23,1.54,1.43,1.15,3.18,1.61,0.81,3.36,1.71,0.91,1.02,1.98,3.65,1.44,2,2.18,1.86
February,,,,,,,,,0.89,1.8,0.82,0.01,0.89,2.41,1.33,0.18,0.26,2.13,1.09,2.4,3.76,1.16,0.7,1.09,2.63,0.59,1.53,1.26,0.71,0.33,2.56,1.07,1.56,0.76,2.21,3.45,3.42,0.69,0.73,1.68,0.32,0.26,1.89,2.73,0.36,,,,,,,,,,,,,,,,1.92,2.43,0.21,1.41,0.71,1.38,2.22,0.98,0.85,0.82,3.65,5.62,0.69,1.09,2.11,1.23,0.27,2.91,1.94,0.06,1.83
March,,,,,,,,,2.36,1.78,0.95,1.27,0.73,0.32,0.94,0.98,3.11,3.58,0.81,0.43,1.08,1.94,1.61,2.42,1.34,3.28,0.9,0.66,2.37,2.75,0.9,1.38,2.63,2.23,3.72,0.64,3.9,1.54,0.75,2.84,1.06,1,1.5,1.91,0.68,,,,,,,,,,,,,,,,3.68,3.9,1.8,0.32,0.11,1.02,1.09,4.33,0.61,1.2,0.68,3.07,2.37,0.39,2,0.91,0.54,0.88,1.11,1.81,1.46
April,,,,,,,,,1.56,1.94,1.42,0.72,0.64,0.03,1.89,1.16,0.64,1.64,0.89,2.13,0.88,2.06,0.69,1.69,0.85,1.33,0.43,3.25,2.15,1.37,0.85,1.89,0.02,2.14,1.01,1.09,0.79,1.66,2.77,1.94,2.12,0.55,2.32,1.53,2.36,,,,,,,,,,,,,,,,2.28,1.22,0.85,0.7,1.3,1.16,2.73,1.44,1.07,1.76,2.08,2.59,1.24,1.93,0.28,0.23,1.2,0.21,1,2.03,0.65
May,,,,,,,,,0.96,2.64,0.98,2.44,1.26,0.98,1.55,0.52,0.3,1.71,2.75,1.39,0.85,0.28,2.08,1.92,2.16,0.27,1.16,1.51,1.44,1.31,1.56,1.7,1.12,1.71,1,2.98,1.97,1.49,1.92,0.14,0.56,1.8,1.19,2.18,2.54,,,,,,,,,,,,,,,,1.8,1.13,2.92,1.96,0.95,2.13,3.21,1.27,1.75,2.48,1.35,1.86,2.18,1.29,2.71,3.52,0.19,1.24,2.46,1.04,1.93
June,,,,,,,,,2.48,0.45,2.43,1.27,2.66,0.99,1.79,0.22,2.01,4.58,1.43,1.76,2.13,1.4,3.86,6.36,0.53,4.23,1.71,1.93,2.69,3.56,2.19,2.3,3.19,0.3,2.13,1.2,1.63,2.77,0.75,1.2,1.82,0.32,0.88,0.31,2.56,,,,,,,,,,,,,,,,1.1,2.49,0.7,1.13,2.19,1.24,2.35,2.58,2.27,0.72,2.23,0.9,1.87,1.43,4.18,2.03,1.7,1.23,3.62,0.52,2.12
July,,,,,,,,,4.42,1.62,3.98,2.75,1.68,1.83,3.45,3.9,1.58,1.4,0.52,0.52,1.34,2.51,0.97,3.11,1.72,0.58,0.88,1.24,2.84,2.73,2.66,0.8,1.39,1.93,2.25,3.42,1.22,5.36,5.4,2.04,4.65,0.06,3.13,2.48,3.3,,,,,,,,,,,,,,,,2.3,3.32,1.85,1.75,1.94,3.3,2.89,2.36,0.84,1.54,3.34,1.26,0.55,3.88,2.4,0.31,5.18,3.19,2.05,1.44,2.71
August,,,,,,,,,2.31,1.61,1.75,3.58,2.71,1.14,2.67,3.18,2.14,2.62,1.18,0.68,2.75,1.74,3.61,3.93,1.43,2.64,0.76,2.16,2.59,1.69,1.9,0.8,5.13,1.76,2.58,2.02,4.04,3.58,0.99,2.24,1.51,0.65,2.16,1.54,2.58,,,,,,,,,,,,,,,,0,5.02,2.54,1.3,2.95,1.32,4.26,0.38,3.19,1.46,1.64,2.7,4.09,1.45,2.59,1.38,3.16,2.92,3.78,1.08,3.05
September,,,,,,,,,1.16,1.01,0.49,0.93,2.42,1.09,1.01,1,5.62,1.96,0.55,2.47,0.5,1.18,3.85,3.25,1.12,1.66,1.51,0.53,1.18,2.66,1.06,1.06,2.3,1.99,0.78,2.11,1.57,1.98,5.78,1.57,2.56,1.31,1.36,1.26,3.23,,,,,,,,,,,,,,,,1.35,0.41,0.84,1.58,1.99,1.78,2.9,1.06,1.12,0.48,2.75,2.45,3.05,2.23,1.94,1.6,2.18,2.58,4.23,0.01,2.38
October,,,,,,,,,1.33,3.31,0.71,4.34,2.3,3.54,4.38,2.59,2.41,0.66,3.69,2.18,1.78,1.72,1.3,5.26,1.51,1.05,3.6,3.49,2.24,3.22,2.37,2.68,2.3,3.64,1.28,3,3.55,2.96,1.11,0.62,1.47,0.84,0.97,5.07,3.05,,,,,,,,,,,,,,,,2.22,0.86,3.5,2.56,2.66,2.4,1.02,0.15,1.83,4.86,0.37,0.69,2.41,2.8,1.76,2.44,1.78,1.48,2.1,2.29,6.11
