ESHER SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ133660 ,Long,-0.373332,Lat,51.381751,Elevation,44,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,145/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,,,,,,3.55,0.47,1.2,2.23,2.55,1.54,2.37,2.88,1.05,1.11,2.55,4.31,1.86,0.42,1.99,1.61,1.48,2.73,2.96,1.93,0.59,0.8,2.67,3.25,1.66,1.97,2.78,1.72,3.97,1.01,1.91,1.34,1.33,1.8,1.26,1.26,2.15,,,,,,,,,,,,,,,,7.55,2.72,1.88,1.18,3.61,0.41,3.51,1.06,1.43,2.06,5.12,5.66,2.61,1.07,3.73,0.95,0.49,2.32,1.71,2.51,3.81
December,,,,,,,,,1.14,0.94,0.39,2.07,1.12,1.71,1.55,2.21,3.33,2.49,2.51,1.48,2.36,3.05,1.25,1.59,2.03,0.62,1.66,2.65,1.66,2.46,3.1,4.55,2.41,0.93,6.46,4.86,2.19,1.07,2,3.66,1.79,0.95,3.59,1.83,2.36,,,,,,,,,,,,,,,,1.6,1.65,2.23,1.4,1.27,2.79,2.33,2.62,2.53,1.21,1.6,1.89,2.17,0.57,1.94,1.87,3.02,1.76,2.49,3.19,2.34
Total,,,,,,,,,23.03,18.42,16.96,22.75,19.25,17.01,25.8,19.88,23.19,25.65,18.9,22.32,22.37,18.64,22.7,34.66,19.76,19.85,20.34,21.24,21.95,23.45,23.28,22.49,26.8,21.77,26.62,30.27,29.18,25.01,26.94,22.5,21.2,11.4,22.38,23.26,27.54,,,,,,,,,,,,,,,,28.21,27.58,21.88,19.73,20.91,20.47,29.94,19.38,20.67,20.2,25.62,32.05,24.94,19.04,26.66,18.45,23.36,22.16,28.49,18.16,30.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: GR from 1950s sheet places gauge in what is now the car park of a school and which was probably in the 50s, farmland. The earlier GR and lat/long place gauge in what is marked on map as sewage farm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
