GARGRAVE GREAT SCARNBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD938574,Long,-2.096101,Lat,54.012576,Elevation,676,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,3.41,5.56,6.35,1.74,4.23,1.78,2,1.38,5.82,2.28,2.58,1.33,4.13,2.23,2.24,1.79,3.43,9.61,4.34,3.13,2.3,3.91,2.88,1.45,4.39,1.35,3.34,1.36,4.82,1.27,3.83,4.15,1.94,4.83,,,,
February,,,2.54,2.55,2.6,2.37,0.61,1.4,0.46,1.74,0.6,0.16,2.27,3.89,6.07,0.3,1.29,2.29,4.8,2.7,2.62,1.45,1.98,2.82,2.71,1.26,2.82,1.6,2.15,1.36,4.46,3.53,1.87,2.16,2.83,4.74,,,,
March,,,4.31,0.68,2.32,1.62,3.3,1.2,1.49,2.35,3.3,2.75,1.16,1.69,5.74,3.35,5.41,4.98,2.91,2.5,0.41,3.49,2.22,5.66,2.55,2.32,2.22,2.93,3.71,2.6,0.66,1.46,3.96,4.8,3.11,1.48,,,,
April,,,4.04,2.29,1.69,1.72,2.81,1.31,2.12,1.83,2.16,1.73,2.22,0.57,1.78,1.96,1.79,2.43,3.4,4.46,2.37,2.19,1.79,2.07,2.42,2.24,1.2,1.14,2.41,3.21,2.7,1.98,0.8,3.43,1.25,1.45,,,,
May,,,1.62,0.81,1.78,2.08,3.4,2.01,1.29,3.56,3.11,2.51,4.36,2.19,1.94,1.11,0.48,2.06,3.01,3.23,1.88,0.9,2.42,2.56,3.18,0.48,4.25,4.18,2.66,2.18,1.48,1.94,2.77,2.65,2.18,1.72,,,,
June,,,4.23,3.88,0.34,2.46,1.72,0.25,2.16,0.82,3.02,1.24,5.16,2.53,2.52,2.27,2.35,3.42,2.8,1.18,4.85,1.58,1.16,2.21,2.02,2.82,1.9,4.71,1.29,2.8,2.13,2.49,6.53,1.98,2.23,1.87,,,,
July,,,5.48,4.18,4.8,1.42,5.44,2.36,4.75,3.84,3.34,4.72,1.56,3.06,3.25,5.54,2.2,1.29,1.25,2.3,2.27,1.28,3.64,4.7,1.12,0.84,1.21,2.56,3.64,4.13,3.15,0.62,4.97,0.96,3.05,3.9,,,,
August,,,3.88,2.73,2.25,1.35,1.78,1.84,3.79,9.72,6.83,9.64,6.28,4.93,3.13,4.53,2.41,8.28,5.11,2.03,5.84,2.96,3.1,3.98,3.61,2.89,3.89,3.91,2.96,3.06,4.78,2.43,6.53,1.83,3.03,2.79,,,,
September,,,3.36,6.41,1.35,3.75,3.14,5.93,0.83,2.59,1.39,3.43,5.09,5.12,0.31,2.2,4.33,5.84,0.94,5.58,1.55,1.57,1.25,3.3,0.91,2.47,1.05,0.71,3.57,3.19,0.24,3.46,3.13,1.69,1.74,0.99,,,,
October,,,3.74,6.01,2.83,4.36,3.37,2.34,0.89,4.14,3.72,3.8,6.99,5.17,4.87,5.08,3.61,3.01,4.14,3.18,6.01,3.03,3.23,9.05,1.41,2.22,6.38,4.29,2.64,3.43,2.49,2.82,6.19,2.15,2.58,1.13,,,,
November,,,6.16,3.43,1.46,2.01,3.17,2.36,6.54,2.5,5.18,4.55,2.59,2.88,3.31,2.84,1.36,3.44,3.25,2.44,4.78,5.38,2.19,2.42,2.28,3.8,3.68,2.34,2.36,1.15,4.12,3.38,3.33,4.36,4.92,2.02,,,,
December,,,3.4,2.48,4.98,1.43,4.41,2.34,1.68,3.14,1.65,6.81,2.65,4.58,5,3.59,4.41,5.6,6.26,3.1,4.97,4.97,3.05,2.22,2.47,0.64,2.34,4.4,2.71,4.15,3.47,4.66,4.85,1.74,6.46,6.77,,,,
Total,,,46.17,41.01,32.75,26.31,37.38,25.12,28,37.61,40.12,43.62,42.91,37.94,42.05,35,31.88,44.43,41.3,42.31,41.89,31.93,28.33,44.9,27.56,23.43,35.33,34.12,33.44,32.62,34.5,30.04,48.76,31.9,35.32,33.69,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rain gauge marked on 6"" 1883-1913 OS map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
