"BUXTON (EMBRIDGE)",,,,,,,,,,,,
Grid ref,SJ999764,Long,-2.002960,Lat,53.284571,,,,,,,
Station no,2727/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.20,7.10,3.38,5.10,3.80,8.10,3.10,5.50,4.93,7.40,,
February,5.15,4.18,3.50,4.45,3.70,1.55,3.80,8.60,1.00,4.92,,
March,7.40,3.40,3.79,3.50,3.56,1.85,4.40,2.20,2.40,2.00,,
April,3.60,5.16,4.20,1.15,3.35,2.00,0.33,2.20,3.50,2.60,,
May,2.25,2.83,2.80,3.90,5.10,1.40,2.80,4.50,0.83,2.10,,
June,2.70,3.78,4.65,4.65,4.05,4.40,2.00,7.30,2.30,2.45,,
July,4.00,4.95,6.05,7.95,1.60,6.40,6.30,6.30,4.15,7.19,,
August,7.10,3.03,6.63,6.35,1.00,11.60,7.00,5.00,1.40,4.75,,
September,3.40,5.67,4.25,5.75,3.50,3.90,10.40,6.00,0.37,4.20,,
October,1.55,5.43,2.90,8.80,3.55,3.20,4.90,5.00,4.60,5.80,,
November,12.10,3.73,3.50,8.00,3.35,2.20,2.50,2.10,5.60,6.40,,
December,7.66,4.69,2.78,8.00,5.60,6.70,4.90,4.15,8.50,5.50,,
Total,63.11,53.95,48.43,67.60,42.16,53.30,52.43,58.85,39.58,55.31,,
Calc annual,63.11,53.95,48.43,67.60,42.16,53.30,52.43,58.85,39.58,55.31,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
