"BUXTON (EMBRIDGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2727/2,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,6.00,7.60,3.00,,
February,,,,,,,,2.40,3.35,3.20,,
March,,,,,,,,2.00,2.90,3.40,,
April,,,,,,,,0.60,3.00,3.05,,
May,,,,,,,,4.25,1.60,1.60,,
June,,,,,,,,5.40,3.65,1.50,,
July,,,,,,,,6.30,7.75,4.90,,
August,,,,,,,,3.20,2.75,2.90,,
September,,,,,,,,3.15,1.75,4.20,,
October,,,,,,,,7.60,3.15,5.10,,
November,,,,,,,,6.30,7.40,8.15,,
December,,,,,,,,6.50,3.09,5.50,,
Total,,,,,,,,53.70,47.99,46.50,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.70,47.99,46.50,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
