"WOOLER (VICTORIA HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3599,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.92,1.68,1.54,1.42,1.81,5.12,3.22,3.31,,,,
February,1.42,0.64,3.97,0.27,1.62,3.93,3.88,0.80,,,,
March,1.28,2.50,0.47,4.41,1.67,1.95,5.42,0.57,,,,
April,2.89,1.78,1.59,5.49,3.40,1.48,1.73,0.20,,,,
May,2.22,2.59,0.96,1.32,0.82,1.40,3.45,2.58,,,,
June,5.32,1.58,1.49,2.41,4.60,2.53,1.45,3.40,,,,
July,2.67,2.49,3.19,1.55,0.61,3.70,4.03,3.63,,,,
August,3.31,1.08,1.59,4.00,4.39,1.33,2.16,1.81,,,,
September,2.39,4.17,1.48,0.79,3.07,2.76,1.33,1.91,,,,
October,0.91,5.15,3.42,5.56,4.08,1.51,2.78,4.58,,,,
November,3.68,0.84,3.57,3.54,3.47,3.50,1.02,4.12,,,,
December,1.78,1.50,1.61,5.05,3.29,2.11,4.86,3.21,,,,
Total,30.79,26.00,24.88,35.81,32.83,31.32,35.33,30.12,,,,
Calc annual,30.79,26.00,24.88,35.81,32.83,31.32,35.33,30.12,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,,
