"BUCKNELL VICARAGE",,,,,,,,,,,,
Grid ref,SO355735,Long,-2.948474,Lat,52.355750,,,,,,,
Station no,2266/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,3.64,0.77,1.92,2.89,3.61,1.93,2.65,4.03,5.93,,
February,3.58,0.87,1.95,2.88,1.99,0.51,3.37,5.77,0.24,3.36,,
March,4.52,1.94,1.73,2.53,3.39,1.47,2.10,1.92,2.63,2.05,,
April,2.18,1.73,2.88,0.34,1.25,1.39,0.10,0.43,4.11,2.08,,
May,2.93,3.06,1.88,2.99,4.78,0.58,1.89,3.11,1.75,1.67,,
June,0.48,1.90,1.63,4.66,4.87,1.97,1.26,3.01,2.73,1.57,,
July,2.13,0.75,2.68,1.79,0.99,4.32,2.31,4.52,2.17,2.74,,
August,3.50,4.57,2.39,5.83,0.75,4.52,8.06,2.43,1.02,4.51,,
September,2.62,2.30,3.20,2.53,1.11,4.05,6.48,7.44,0.01,3.55,,
October,0.91,4.74,2.48,3.85,2.09,2.12,1.59,3.25,3.22,8.05,,
November,8.59,2.67,2.48,7.53,3.48,1.01,3.20,2.38,4.66,6.90,,
December,2.40,2.82,1.56,2.79,3.53,3.33,2.46,2.93,6.53,5.14,,
Total,37.35,30.99,25.63,39.64,31.12,28.88,34.75,39.84,33.10,47.55,,
Calc annual,37.35,30.99,25.63,39.64,31.12,28.88,34.75,39.84,33.10,47.55,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
