"TORPHICHEN, LOCHCOTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS974737,Long,-3.644374,Lat,55.945351,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.37,1.83,2.6,3.34,1.87,4.88,1.82,3.23,3.02,4.77,6.29,3.46,2.9,3.24,3.79,4.61,3.79,7.06,1.31,5.81,2.21,5.53,3.3,3.83,1.42,5.74,3.05,4.64,5.03,1.69,2.46,4.24,3.34,3.79,2.27,3.44,2.95,6.91,3.26,2.16,4.09,2.8,0.98,3.79,2.81,1.64,4.76,2.31,1.2,3.78
February,,2.53,2.52,2.68,3.31,3.03,5.73,0.84,3.98,1.9,4.71,0.65,2.54,3.61,0.74,3.29,3.95,2,3.68,1.1,0.85,2.16,0.06,2.26,0.24,2.67,3.39,4.44,0.95,4.2,1.3,4.26,1.53,2.54,1.11,3.94,3.1,2.09,3.74,3.14,3.2,2.6,0.71,1.28,2.37,2.34,1.67,3.82,2.32,0.94,2.86
March,,0.92,3.69,3.68,4.43,2,4.57,1.92,0.98,2.2,4.15,4.86,1.76,1.33,1.08,2.11,2.5,2.84,3.15,0.36,2.72,1.39,2.19,1.6,4.1,1.06,2.5,1.9,1.92,3.3,2.72,3.3,1.43,2.03,0.81,2.33,2.84,4.3,2.27,1.52,3.1,3.6,2.14,0.66,2.11,1.72,1.79,2.72,1.99,1.13,1.82
April,,1.35,0.68,2.89,1.6,1.86,2.72,1.55,0.73,2.11,2.03,1.24,2.42,2.97,1.66,4.9,2.14,0.81,1.22,1.96,0.82,2.6,3.24,1.54,4.64,2.95,1.3,1.41,0.4,1.5,2.4,1.68,2.24,1.63,2.75,1.53,0.6,4.65,2.63,2.35,2.8,2.8,1.18,2.8,1.61,0.79,0.55,2,1.87,1.95,1.91
May,,1.38,1.18,1.87,2.8,1.68,5.8,2.25,3.03,0.67,4.1,1.87,2.46,1.61,5.15,5.05,3.42,1.83,1.81,2.01,1.53,3.84,3.37,1.82,1.63,0.58,0.93,1.91,4.64,0.84,1.9,5.61,2.62,3.88,2.67,4.8,1.93,3.59,2.32,1.98,2.47,2.75,1.64,2.47,4.32,2.8,1.41,2.41,3.04,1.09,2.06
June,,1.64,5,2.8,0.91,1.42,2.81,2.31,0.57,2.46,1.29,0.41,2,1.35,1.94,0.63,3.04,3.15,4.95,1.98,2.11,5.65,1.27,2.05,3.22,3.13,1.5,1.81,3.8,1.69,0.54,0.52,1.38,3.58,2.82,3.18,2.38,3.98,4.97,0.75,2.06,2.28,2.78,1.28,2.44,1.3,3.29,1.77,3.87,2.37,1.48
July,,1.76,2.64,1.03,4.03,2.53,4.12,1.75,2.79,0.98,4.41,2.74,4.14,3.03,3.58,1.67,3.31,3.43,2.87,2.19,3.63,4.98,2.83,4.03,3.48,1.47,1.94,3.8,2.91,4.75,6.12,2.86,2.62,2.8,2.84,2.96,3.44,3.33,3.5,2.73,5.23,6.03,2.67,6.36,3.05,1.1,4.45,3.61,6.39,3.55,2.71
August,,1.33,4.18,1.15,2.46,4.31,4.22,5.26,2.21,2.5,5.37,2.66,1.82,5.08,3.65,3.33,1.71,6.35,4.01,4.79,3.94,4.95,0.8,1.39,3.35,1.67,1.94,5.09,1.83,0.92,1.2,3.63,2.78,4.57,4.86,2.7,3.83,0.02,9.01,3.78,4.24,5.06,3.72,2.75,5.37,1.14,6.49,3.13,4.77,0.8,3.61
September,,1.17,2.65,2.49,0.9,1.77,0.84,1.6,5.22,2.65,1.97,2,2.06,3.56,3.86,4.37,3.37,7.08,3.47,0.93,3.89,1.52,3.65,1.3,2.82,3.35,3.42,3.26,3.68,1.73,2.83,0.73,4.8,3.01,4.64,4.88,5.51,2.63,4.1,1.84,7.51,2.11,2.43,3.33,3.92,2.48,4.13,2.33,3.71,0.85,1.97
October,,2.27,3.11,2.13,1.79,2.7,6.25,3.88,4.91,1.27,1.12,4.44,1.8,3.5,3.25,2.7,5.16,5.14,4.93,3.85,4.25,2.17,5.11,2.95,4.42,6.61,2.7,4.15,6.27,3.45,4.1,3.16,3.49,5.57,4.68,5.05,0.56,1.63,2.72,5.78,2.85,0.64,2.63,1.65,7.94,1.81,2.26,2.57,2.14,3.14,3.85
