"SCARBOROUGH SCALBY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3467,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.17,3.24,4.15,2.24,2.40,,,,,,,
February,1.35,0.36,2.73,4.49,2.10,,,,,,,
March,2.65,1.07,3.31,1.70,1.53,,,,,,,
April,4.34,1.63,1.83,1.64,1.79,,,,,,,
May,2.65,2.44,0.92,4.15,4.36,,,,,,,
June,0.73,0.31,1.97,0.82,1.51,,,,,,,
July,7.55,1.63,4.64,3.21,,,,,,,,
August,2.99,4.70,3.83,3.54,,,,,,,,
September,1.68,1.11,3.15,2.17,,,,,,,,
October,2.49,2.60,1.88,1.86,,,,,,,,
November,0.75,3.44,1.86,4.27,,,,,,,,
December,3.96,2.31,3.29,3.23,,,,,,,,
Total,35.31,24.84,33.56,33.32,,,,,,,,
Calc annual,35.31,24.84,33.56,33.32,13.69,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
