SHEPTON-MALLET-PONDSMEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST636472,Long,-2.522612,Lat,51.222825,Elevation,710,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,5.26,2.03,5.98,7,1.91,5.81,3.13,2.22,4.25,6.65,6.66,5.9,5.64,3.12,5.89,4.44,5.72,5.37,9.09,2.31,6.61,3.68,5.41,3.56,3.77,1.11,5.3,6.75,4.92,6.56,2.79,4.22,5.47,6.93,4.22,2.84,2.81,3.07,8.35,1.57,1.02,5.61,4.28,1.18,3.29,5.54,6.02,4.45,3.14,4.93,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,6.44,4.02,3.58,1.24,4.14,6.4,6.85,1.43,3.34,4.24,1.91,0.36,5.58,9.33,0.6,6.26,3.54,5.21,4.29,1.56,1,3.02,0.11,5.42,0.41,4.39,3.01,7.73,1.8,3.06,4.25,4.07,0.53,2.08,1.43,4.13,3.49,1.22,2.59,2.7,7.77,4.84,1.51,3.26,4.32,3.2,0.73,5.22,5.02,0.39,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.2,3.44,8.02,4.81,9.24,1.48,5.58,4.29,1.72,6.66,4.66,3.39,4.1,2.27,2.39,0.7,1.35,5.42,4.27,0.4,2.72,1.34,3.02,4.4,3.4,1.55,4.3,4.73,0.58,1.71,3.4,4.72,2.75,1.17,0.54,1.26,1.29,5.97,2.15,2.07,1.66,5.03,5.27,1.35,5.08,1.44,2.3,3.44,1.71,4.17,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,3.32,3.45,0.41,4.03,2.34,1.9,2.7,3.05,2.97,3.31,6.86,1.16,4.13,3.24,4.41,3.53,3.76,2.39,2.18,1.12,3.05,3.24,4.8,1.7,3.43,6.82,2.97,3.21,0.36,4.39,2.67,2.14,1.21,1.4,2.47,1.01,2.84,2.52,1.99,2.21,4.24,4.52,2.62,3.32,0.75,2.19,1.53,0.29,1.52,2.82,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.93,1.54,2.3,3.32,2.42,4.33,4.21,2.11,2.62,1.33,2.75,2.61,1.27,2.44,7.58,4.89,3.66,1.44,1.29,2.81,3.4,4.71,7.23,2.18,1.63,1.39,2.03,2.57,2.48,1.2,2.6,1.79,6.15,2.63,1.81,3.56,5.18,2.28,5.34,4.77,2.45,3.21,4.78,2.13,3.06,4.52,1.03,2.65,3.39,2.13,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,6.77,3.41,5.05,1.84,2.3,0.97,2.38,6.23,1.74,1.18,4.16,0.63,2.37,0.76,3.34,0,3.92,4.9,3.18,2,1.09,3.58,2.04,2.59,2.15,5.2,2.75,1.72,2.03,3.96,0.94,2.11,0.29,3.07,3.03,5.23,4.01,1.97,3.32,0.66,2.84,1.28,3.18,2.43,5.88,4.49,3.15,2.29,4.14,2.36,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.34,0.02,3.55,1.19,4.47,5.72,1.94,3.75,6.62,3.57,7.03,0.97,5.23,2.72,5.58,5.66,4.25,5.01,3.12,2.78,3.51,5.88,7.2,4.17,2.12,0.65,9.75,4.01,3.79,5.47,4.61,2.58,2.42,3.96,4.51,1.92,1.88,3.16,1.74,1.89,6.21,1.89,0.95,5.9,5.47,1.14,4.05,6.52,2.57,2.36,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,6.31,2.66,11.18,1.92,4.41,4.9,7.4,10.35,3.87,4.45,2.34,2.36,5.34,5.83,6.71,4.85,3.22,4.96,3.28,4.32,5.21,5.87,1.91,2.12,4.74,1.93,1.11,1.23,3.02,5.57,0.39,9.67,5.63,4.78,2.96,2.73,5.59,1.42,5.15,2.89,6.92,8.11,7.42,3.58,6.11,1.95,5.2,4.38,5.48,1.32,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.33,1.9,1.09,3.52,2.36,2.27,3.46,4.12,8.38,2.47,1.98,3.06,3.88,3.78,4.5,5.78,3.01,8.43,1.7,0.65,5.24,2.51,6.04,3.13,4.31,7.12,5.42,3.39,2.76,1.65,2.05,0.67,2.28,3.65,3.13,3.25,6.16,2.08,3.12,1.93,6.43,3.55,5.12,4.94,5.16,2.89,5.41,5.49,6.51,0.34,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,6.97,4.04,6.38,3.37,3.38,5.34,8.16,7.93,2.66,2.78,3.29,1.59,2.4,6.2,8.45,4.85,5.74,3.64,7.57,7.8,4.7,1.3,8.36,3.52,3.63,5.7,3.63,4.49,7.16,4.36,4.98,2.32,4.29,4.4,6.38,5.66,1.61,1.09,5.02,6.97,2.22,1.12,5.3,3.11,5.12,2.78,3.08,3.9,3.25,3.14,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
