CODNOR-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK442517,Long,-1.3419245,Lat,53.060727,Elevation,243,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.1,2.92,1.36,4.68,4.44,1.66,3.01,1.2,3.22,2.08,3.8,3.6,2.77,5.27,1.41,2.37,2.59,3.16,2.15,6.56,1.63,4.42,2.3,2.07,2.4,2.37,1.42,3.59,4.1,3.19,6.33,2.28,3.68,3.06,4.49,3.39,2.3,2.5,3.05,6.54,1.08,1.09,2.37,2.61,0.77,1.63,3.07,4.76,2.25,3.78,3.21,5.21
February,,,,,,,,,,0.91,2.68,1.88,1.8,1.07,1.83,4.1,4.55,0.75,2.57,2.77,2.81,0.37,2.98,4.87,0.99,3.22,2.84,1.91,3.32,0.88,0.76,3.28,0.65,3.13,0.64,3.07,2.37,3.96,1.26,1.63,2.79,2.78,1.17,0.93,2.12,3.02,3.15,2.36,1.82,0.96,5.8,2.84,0.53,1.98,3.03,2.21,0.95,3.2,4.21,0.24,2.53
March,,,,,,,,,,3.83,0.75,1.7,3.78,4.17,2.91,0.86,4.25,2.14,1.35,5.04,2.14,1.28,2.22,1.59,1.44,0.79,0.93,3.22,2.88,0.2,2.77,0.21,1.95,2.64,2.17,0.86,1.83,2.49,0.15,2.09,2.19,3.48,2.05,0.79,0.49,0.85,1.2,6,0.92,1.43,1.38,3.64,2.27,1.98,2.56,2.93,0.86,2.92,1.87,1.68,1.69
April,,,,,,,,,,1.73,2.01,1.41,0.41,3.74,1.29,1.1,1.43,1.56,1.43,1.78,4.93,1.15,3.57,2.4,2.05,1.95,1.68,2.13,0.85,1.31,3.44,4.05,2.96,1.11,2.27,3.02,1.97,2.62,0.15,1.8,1.94,1.94,1.53,0.98,2.4,2.06,0.94,2.59,1.78,2.49,2.73,2.25,1.89,2.49,0.39,1.28,1.72,0.12,0.98,2.97,1.26
May,,,,,,,,,,1.43,1.99,1.28,3.51,1.84,1.73,1.62,2.46,2.13,2.33,1.43,2.97,2.18,0.71,3,3.49,3.99,3.41,1.21,1.71,2.11,2,3.05,6.87,2.07,1.06,0.41,0.41,2.95,2.41,1.31,1.08,2.69,4,3.82,1.21,2.33,1.49,1.7,2.31,2.46,1.79,3.01,2.49,2.2,2.94,3.22,0.78,0.9,2.64,0.58,1.31
June,,,,,,,,,,2.86,2.15,1.98,3.93,0.86,2.75,1.52,2.91,2.18,0.63,0.92,2.79,0.38,1.12,0.51,1.65,0.04,2.45,4.81,3.58,1.31,0.97,3.94,1.17,1.46,0.57,4.16,3.49,0.65,1.73,2.1,1.04,0.4,1.3,1.97,2.25,3.17,3.19,1.61,3.6,1.35,1.96,1.56,2.4,2.7,4.27,3.41,3,1.5,4.41,0.71,1.72
July,,,,,,,,,,4.53,2.65,0.05,5.6,1.13,3.24,6.2,2.05,1.57,3,2.08,5.34,0.78,4.58,3.45,2.19,1.51,2.01,2.94,1.45,1.74,6.22,4.38,3.89,2.32,1.49,1,4.25,3.1,5.92,4.6,3.05,3.6,2.42,1.39,3.35,2.26,2.43,3.05,0.97,4.15,2.54,0.75,1.32,3.92,1.87,0.83,3,2.75,4.44,1.91,2.82
August,,,,,,,,,,2.91,4.22,1.68,6.02,1.81,2.15,2.82,1.74,5.56,2.1,2.55,1.16,3.71,6.41,3.19,3.19,2.8,2.34,3.7,3.74,2.28,2.49,4.67,1.3,0.65,1.66,2.01,1.75,0.62,2.13,2.47,0.39,3.56,2.67,2.32,2.86,2.33,5.05,0.37,4.83,1.99,3.41,4.01,1.9,1.98,4.21,0.51,5.96,4.51,2.87,1.31,4.55
September,,,,,,,,,,2.27,0.61,1.65,1.19,1.83,1.14,0.95,1.76,1.57,5.79,2.24,1.53,1.21,2.2,3.07,3.26,4.36,1.17,4.76,0.58,0.65,5.01,3.15,1.99,0.98,2.19,5.73,3.89,2.34,2.34,1.82,0.9,0.3,1.8,2.62,5.63,1.3,3.35,1.71,2.25,1.71,3.88,0.99,2.08,1.29,3.61,0.58,2.56,5.77,2.08,0.19,4.46
October,,,,,,,,,,4.14,2.45,2.49,3.62,3.57,2.77,1.9,2.76,4.11,1.57,2.85,2.18,3.89,1.3,1.99,4.45,4.25,3.45,3.06,5.48,4.25,3.17,0.71,3.24,5.06,1.5,4.33,2.39,1.61,3.74,3.12,4.85,2.56,2.06,1.98,3.16,3.56,1.55,0.33,1.98,4.34,1.52,0.81,3.94,2.26,3.68,1.85,1.36,1.79,2.74,2.51,5.42
