"CODNOR PARK",,,,,,,,,,,,
Grid ref,SK442517,Long,-1.341924,Lat,53.060727,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.10,,
February,,,,,,,,,,0.91,,
March,,,,,,,,,,3.83,,
April,,,,,,,,,,1.73,,
May,,,,,,,,,,1.43,,
June,,,,,,,,,,2.86,,
July,,,,,,,,,,4.53,,
August,,,,,,,,,,2.91,,
September,,,,,,,,,,2.27,,
October,,,,,,,,,,4.14,,
November,,,,,,,,,,0.55,,
December,,,,,,,,,,5.42,,
Total,,,,,,,,,,31.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.68,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
