WALSDEN WHITEHOLME DRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD975203,Long,-2.039324,Lat,53.679157,Elevation,1250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,2.81,4.7,3.75,1.84,5.55,1.85,4.05,2.88,7.2,2.43,-999,3.63,3.04,5.31,4.5,-999,2.7,,4.7,7.83,3.65,,3.47,5.19,5.51,4.71,12.4,1.92,7.1,5.23,6.01,3.72,3.61,1.88,4.14,4.34,5.83,5.51,3.02,1.63,4.72,6.33,7.4,4.78,5.42,4.06,10.5,3.04,3,5.1,4.48,1.65,4.43,3.19,6.19,5.45,4.75,3.66,4.33
February,,,1.68,3.84,3.45,1.67,2.98,2.02,2.75,2.05,1.95,4.98,-999,1.75,3.28,3.61,-999,-999,6.94,,4.19,0.98,5.19,,1.45,7.92,4.48,1.87,5.8,0.85,0.88,6.7,0.28,4.62,0.38,6.55,2.8,6.18,2.51,4.79,3.37,6.49,1.52,3.31,2.59,5.63,5.8,1.09,4.15,4.22,5.91,3.53,1.66,2.23,3.15,2.79,1.76,3.39,6.99,0.66,2.98
March,,,1.84,6.09,2.5,3.48,3.72,3.92,2.88,2.73,1.2,2.48,4.98,5.03,4.61,-999,-999,-999,1.81,10.2,3.16,3.89,3.52,,1.85,1.63,2.56,4.57,2.98,1.57,3.21,0.43,2.4,2.97,3.24,1.83,3.11,4.6,1.41,2.66,3.35,3.71,3.01,1.65,0.69,1.42,1.47,6.17,2.5,1.8,2.97,5.54,3.51,2.4,3.07,2.15,2.13,4.37,2.69,2.05,1.44
April,,,2.09,1.65,3,2.62,1.58,2.24,1.75,3.95,3.6,2.38,1.19,4.18,1.41,-999,3.29,-999,1.36,1.64,6.2,1.25,3,,2.44,3.37,1.97,3.38,1.16,1.37,3.39,4.1,3.89,1.94,2.94,4.03,1.84,3.32,0.84,1.99,2.77,2.51,2.25,2.72,3.56,2.57,1.69,5.29,2.28,5.12,4.66,3.27,3.73,3.84,0.87,2.52,3.48,0.53,1.41,3.78,2.53
May,,,2.68,4.41,2.45,1.26,2.88,3.41,2.7,2.42,2.75,1.56,2.94,2.97,2.05,3.88,2.76,1.77,2.47,2.33,5.54,2.35,1.5,,5.76,5.34,4.72,2.14,1.67,3.92,2.29,3.67,5.48,2.36,3.68,0.94,1.35,2.57,4.47,1.23,1.22,2.67,4.02,3.35,4.33,4.6,2.11,2.77,1.5,4.73,2.4,3.3,2.26,3.51,3.75,4.56,2.16,1.87,4.84,1.91,2.19
June,,,1.51,1.31,1.78,2.48,2.5,7.4,2.24,2.48,4,3.11,6.91,2.97,2.11,0.68,2.81,2.27,1.52,2.07,3.5,0.26,2.82,,3.15,0.12,3.14,4.33,7.68,1.85,2.57,7.2,0.83,3.15,3.42,6.98,5.42,3.9,6.29,3.42,1.04,1.23,1.32,4.7,3.81,4.67,4.62,3.22,5.3,0.9,2.48,1.62,3.77,3.43,3.88,3.8,3.93,3.27,5.78,2.1,1.6
July,,,2.15,4.79,1.9,2.77,2.81,2.8,4.55,6.1,4,0.79,2.76,1.11,3.65,5.1,2.49,2.17,4.63,1.81,8.9,2.4,4.85,,4.71,2.2,4.22,3.37,2.12,2.55,7.44,5.19,4.2,3.31,3.42,2.16,4.17,3.05,5.28,7.71,4.42,1.95,4.46,3.32,4.37,2.71,4.5,3.22,2.37,3.01,4.41,5.3,2.49,7.06,6.15,1.31,9.38,5.87,4.91,2.63,5.88
August,,,4.38,5.75,5.34,6.12,4.7,4.3,3.55,3.45,5.63,2.37,8.5,2.37,3.68,4.95,3.38,7.23,3.06,4.39,2.6,7.23,5.87,,6.81,4.73,5.07,9.3,5.41,6.32,8.19,6.08,1.63,1.86,3.93,1.91,2.94,2.48,4.98,3,2.59,7.88,5.01,6.98,3.81,3.86,7.46,0.45,5.56,4.8,6.93,6.54,5.93,6.03,7.59,1.39,12.33,6.79,6.89,0.84,5.17
September,,,2.32,5.85,1.12,2.63,1.28,1.08,4.12,2.65,0.35,4.07,3.11,1.76,2.97,1.21,2.76,2.74,12.35,2.07,2.57,2.18,3.93,,5.94,4.13,4.24,6.56,0.76,2.14,4.38,3.96,5.51,1.62,4,8.87,5.35,2.63,1.99,1.81,5.16,0.84,2.65,4.92,5.78,3.23,8.43,3.66,3.58,1.64,8.5,3.4,4.56,3.98,6.17,3.72,5.04,6.24,5.9,0.53,2.97
October,,,4.99,9.78,2.74,3.59,7.11,5.32,2.65,5.98,2.95,3.64,4.98,2.14,2.47,1.7,8.24,7.62,3.93,2.69,1.8,3.14,0.96,,6.19,6.24,4.73,5.64,6.08,6.48,6.53,3.15,8.25,5.2,6.03,10.42,5.78,2.51,11.78,2.65,4.9,5.86,7.2,3.39,4.71,7.02,1.02,1.2,3.1,6.17,2.81,1.67,6.65,2.45,10.1,3.16,3.37,8.09,5,5.02,4.84
