"BOLTON W. W. (MOORSIDE)",,,,,,,,,,,,
Grid ref,SD738184,Long,-2.397952,Lat,53.661424,,,,,,,
Station no,2884,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.78,4.47,2.30,5.36,4.12,7.30,4.74,5.56,4.49,8.32,,
February,3.70,2.18,2.04,4.58,2.52,1.20,4.24,8.84,0.95,5.38,,
March,4.96,2.85,2.74,4.47,2.76,2.00,4.54,2.64,2.43,1.60,,
April,2.71,4.32,3.90,1.01,3.44,3.50,0.76,1.85,3.73,3.48,,
May,2.50,2.82,2.59,3.44,5.34,2.32,2.20,5.42,1.20,2.40,,
June,1.39,4.62,3.23,4.17,4.02,3.23,2.55,4.97,3.10,1.36,,
July,4.79,2.55,6.92,8.23,1.43,6.79,7.34,4.31,5.36,9.61,,
August,5.00,5.86,6.07,7.09,1.70,13.25,7.58,4.62,0.55,5.98,,
September,4.18,5.32,5.81,6.68,4.90,4.24,8.57,5.63,0.42,3.81,,
October,0.80,5.60,2.42,10.21,3.11,3.76,8.48,5.75,6.47,4.71,,
November,9.42,3.03,6.81,8.74,3.29,2.21,2.65,2.32,5.93,8.73,,
December,10.09,4.61,2.53,8.30,6.83,5.74,6.52,5.53,10.69,6.85,,
Total,54.32,48.23,47.36,72.28,43.46,55.54,60.17,57.44,45.32,62.23,,
Calc annual,54.32,48.23,47.36,72.28,43.46,55.54,60.17,57.44,45.32,62.23,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
