"HOOK (NATELY HATCH)",,,,,,,,,,,,
Grid ref,SU708533,Long,-0.986418,Lat,51.274459,,,,,,,
Station no,755,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.63,2.27,0.81,1.68,3.39,4.05,1.83,3.12,3.79,3.20,,
February,5.42,0.71,1.32,2.63,1.54,0.20,3.33,2.65,0.19,2.74,,
March,4.53,2.36,0.49,2.50,1.14,0.56,1.36,1.29,3.26,1.41,,
April,2.92,1.60,2.56,0.28,0.32,1.24,0.21,0.89,2.46,0.57,,
May,2.96,3.30,2.44,2.96,3.57,0.31,1.21,1.97,1.37,1.60,,
June,0.99,1.51,1.48,2.70,2.77,1.92,1.03,3.52,0.99,1.44,,
July,1.80,0.59,3.43,2.25,0.94,4.17,4.13,1.80,2.32,2.78,,
August,5.22,3.64,2.10,3.32,0.80,3.52,2.10,3.85,1.95,4.69,,
September,3.15,3.79,1.99,2.62,1.92,4.20,2.98,3.37,0.05,3.37,,
October,0.98,4.00,3.62,2.45,5.08,2.41,2.15,2.73,2.54,8.19,,
November,7.63,3.38,0.95,5.27,2.12,0.71,2.77,2.30,2.77,3.98,,
December,2.55,2.40,0.67,3.11,2.82,3.99,2.46,2.65,5.18,3.55,,
Total,41.78,29.55,21.86,31.77,26.41,27.28,25.56,30.14,26.87,37.52,,
Calc annual,41.78,29.55,21.86,31.77,26.41,27.28,25.56,30.14,26.87,37.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
