"BARNSTAPLE (N. DEV. ATHENAEUM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1840,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.66,3.56,2.60,3.79,1.14,4.02,5.31,4.60,5.81,3.22,,
February,3.58,0.12,3.50,0.36,3.63,2.47,6.44,1.20,1.50,3.59,,
March,2.09,2.27,2.98,2.67,1.27,2.39,3.31,0.47,1.43,2.18,,
April,3.27,2.00,1.55,2.44,4.35,2.28,2.64,0.13,2.35,3.28,,
May,3.40,3.12,2.35,1.54,2.43,0.67,1.92,2.07,1.06,1.16,,
June,3.17,0.85,1.38,1.55,2.63,2.04,1.03,1.66,1.07,0.56,,
July,5.39,3.30,1.85,0.39,1.03,6.55,3.07,2.86,5.28,4.40,,
August,3.89,1.21,1.37,3.82,3.59,0.60,1.33,7.38,2.86,0.21,,
September,1.94,4.80,1.32,3.33,4.61,3.86,4.44,1.23,0.61,1.97,,
October,1.03,9.25,4.88,3.77,6.44,2.40,2.95,5.04,2.35,2.66,,
November,6.00,2.87,1.33,2.80,5.55,3.88,2.09,6.32,7.57,6.95,,
December,2.32,2.50,1.93,8.37,4.22,3.96,3.92,4.02,2.59,3.30,,
Total,39.74,35.85,27.04,34.83,40.89,35.12,38.45,36.98,34.48,33.48,,
Calc annual,39.74,35.85,27.04,34.83,40.89,35.12,38.45,36.98,34.48,33.48,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
