BLACKBURN WATER WORKS OFFICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD681282,Long,-2.485218,Lat,53.749186,Elevation,436,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,4.17,1.45,5.47,6.09,4.45,3.1,2.17,8.01,3.65,1.24,0.3,0.2,2,3.61,3.62,1.47,4.11,1.84,0.97,1.26,2.8,1.89,2.08,0.98,2.56,1.54,1.23,0.89,2.89,6.13,,2.06,3.33,2.84,2.75,1.27,3.4,0.7,2.57,1.81,3.68,0.92,1.82,2.95,2.51,,,,,
February,2.06,3.85,3.13,1.03,1.85,0.8,5.4,5.54,1.21,2.34,2.89,3.93,2.05,2.71,2.22,1.9,0.42,0.96,0.48,1.47,0.63,0.12,2.11,3.64,,0.26,1.46,1.83,1.89,1.78,,1.38,1.34,2.34,2.96,1.4,2.3,1.27,2.04,1.29,2.54,2.93,0.68,1.04,1.91,,,,,
March,3.31,2.66,4.72,3.83,5.5,0.72,3.77,4.31,2.3,1.57,2.62,2.68,2.31,0.64,2.1,2.09,1.58,1.48,1.88,2.06,2.47,1.17,0.55,0.76,,2.54,4.92,2.8,1.61,2.82,,2.26,2.54,4,1.93,1.9,2.46,2.9,2.62,1.69,0.7,1.33,3.85,3.44,3.99,,,,,
April,1.71,3.07,4.02,0.37,2.26,0.8,3.06,2.22,1.46,1.52,1.19,1.4,4.22,1.62,0.67,1.48,1.75,1.47,1.32,1.51,1.27,1.41,1.22,0.34,0.85,2.79,1.61,2.14,1.78,3.96,,1.77,2.08,1.86,2.11,2.39,1.88,1.49,1.6,3.29,2.84,2.25,0.55,4.04,1.07,,,,,
May,1.97,1.62,3.62,3.23,1.96,1.92,0.57,3.09,4.44,2.04,2.52,3.24,1.63,0.69,1.35,1.5,3.52,1.51,0.44,2.35,1.76,2.38,2.68,2.16,,0.51,0.42,2.12,2.13,2.73,,0.48,2.81,2.65,2.06,0.34,3.05,2.84,2.7,2.02,2.81,2.83,1.63,2.98,1.58,,,,,
June,2.7,3.51,5.88,2.09,0.58,2.27,4.76,2.64,2.35,4.25,3.95,2.32,4.67,3.61,1.51,2.33,1.18,0.62,1.54,0.8,3.17,1.04,2.68,2.31,2.3,2.61,2.73,3.14,3.33,1.39,,1.53,1.1,1.2,1.5,2.36,1.1,5.89,1.34,2.32,3.65,3.04,4.47,1.85,1.88,,,,,
July,2.23,5.08,5.14,4.8,3.53,4.43,3.32,5.4,1.01,5.1,5.44,3.84,4.89,2.67,4.13,1.51,3.21,1.11,5.25,2.32,2.34,3.04,1.54,3.5,3.2,5.54,1.98,1.69,0.72,1.67,,1.69,2.89,3.08,1.42,2.36,1.97,2.55,2.86,5.16,3.39,0.22,4.06,0.85,3.81,,,,,
August,2.25,1.35,6.09,5.67,6.24,2.11,5.98,6.59,5.7,5.88,2.1,3.81,3.88,1.87,1.92,1.26,1.12,1.71,3.06,3.59,5.33,5.42,5.42,2.26,4.54,3.13,3.12,7.93,4.86,1.43,,1.63,2.47,4.13,3.51,2.72,3.12,3.94,3.1,2.26,5.01,2.75,5.11,2.51,1.88,,,,,
September,3.25,3.9,7.19,2.66,3.8,3.36,4.99,5.09,4.78,2.54,4.23,1.37,1.79,5.12,2.87,3.02,3.15,3.8,0.79,3.45,3.16,2.33,3.56,4.85,0.59,1.26,5.84,3.82,1.1,6.52,,0.85,1.51,4.27,1.15,2.27,0.89,0.87,3.68,1.83,0.28,3.53,1.28,1.3,4.19,,,,,
October,9.72,6.57,6.59,6.87,4.51,3.03,3.2,5.48,4.83,2.73,3.54,1.82,2.69,4.16,2.04,3.66,4.13,1.74,1.94,2.35,2.6,1.77,3.59,3.71,2.38,4.12,4.7,2.45,,2.68,,2.99,3.51,7.75,1.38,3.11,5.01,2.55,1.04,3.87,2.88,2.16,3.4,1.25,1.9,,,,,
November,3.9,1.73,5.9,3.88,3.77,2.62,3.47,5.1,2.26,1.02,4.41,3.34,5.28,3.2,1.19,2.15,2.55,1.41,4.01,1.68,5.87,2.77,1.78,2.53,2.64,2.38,1.34,3.53,,1.68,,5.14,1.68,2.66,2.21,3.9,3.19,1.75,3.12,1.07,4.04,2.61,2.62,3.69,4.08,,,,,
December,3.41,3.11,5.21,1.7,2.34,1.08,4.78,4.75,2.32,2.43,5.54,3.5,2.65,2.87,4.16,1.93,4.4,1.74,1.83,2.42,0.2,5,2.01,3.86,2.96,2.97,3.35,3.64,,2.82,,3.58,2.92,2.04,2.24,0.44,3.03,3.24,1.65,4.22,2.45,5.4,2.89,2.6,4.13,,,,,
Total,40.68,37.9,62.96,42.22,40.79,26.24,45.47,58.22,36.31,32.66,38.73,31.45,38.06,32.77,27.78,24.3,31.12,19.39,23.51,25.26,31.6,28.34,29.22,30.9,,29.65,32.7,35.98,,35.61,,25.36,28.18,38.82,25.22,24.46,31.4,29.99,28.32,30.83,34.27,29.97,32.36,28.5,32.93,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1894 Feb, Mar, May estimated from surrounding gauges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1898 Oct-Dec gauge #out of order, estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
