"BRECON (WATERWORKS)",,,,,,,,,,,,
Grid ref,SO037276,Long,-3.402239,Lat,51.938542,,,,,,,
Station no,4199/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.77,5.19,1.03,3.58,3.60,4.31,3.68,3.45,5.19,4.71,,
February,6.07,1.41,1.79,4.89,2.17,0.49,5.96,7.55,0.30,5.88,,
March,5.40,2.61,-999.00,3.88,3.32,2.07,3.34,1.14,4.75,1.97,,
April,3.94,3.32,3.80,0.50,1.32,1.28,0.10,0.46,5.01,4.10,,
May,3.32,4.72,2.52,3.15,4.37,0.62,2.30,3.74,1.74,1.83,,
June,0.96,3.13,1.55,5.77,5.86,2.37,1.00,2.84,1.91,2.85,,
July,1.02,2.80,3.32,2.43,0.58,3.34,3.39,3.20,4.67,3.39,,
August,5.09,5.79,3.11,3.93,0.96,3.85,3.60,3.77,0.96,4.21,,
September,4.37,2.74,4.86,4.33,1.69,4.28,6.19,7.98,0.29,4.56,,
October,1.78,5.67,3.49,6.05,3.35,2.07,2.01,5.13,3.81,7.73,,
November,11.71,2.93,3.97,11.79,4.51,1.42,3.10,2.54,7.61,11.02,,
December,5.73,4.26,1.55,5.27,5.19,5.79,4.16,4.96,7.90,4.95,,
Total,55.16,44.57,33.72,55.57,36.92,31.89,38.83,46.76,44.14,57.20,,
Calc annual,55.16,44.57,30.99,55.57,36.92,31.89,38.83,46.76,44.14,57.20,,
Difference,-0.00,0.00,2.73,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
