"BOURNE END (HEDSOR)",,,,,,,,,,,,
Grid ref,SU905862,Long,-0.695685,Lat,51.567421,,,,,,,
Station no,998/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.78,1.77,1.06,,,,,,,,,
February,5.10,0.86,1.78,,,,,,,,,
March,4.23,1.94,0.59,,,,,,,,,
April,2.85,1.96,2.33,,,,,,,,,
May,2.59,2.59,1.55,,,,,,,,,
June,1.40,1.07,2.27,,,,,,,,,
July,1.21,0.45,3.66,,,,,,,,,
August,4.06,2.45,2.10,,,,,,,,,
September,2.98,3.04,,,,,,,,,,
October,0.90,3.10,,,,,,,,,,
November,6.17,3.02,,,,,,,,,,
December,1.62,3.01,,,,,,,,,,
Total,35.89,25.26,,,,,,,,,,
Calc annual,35.89,25.26,15.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
