GLEN AFTON (AYRSHIRE HOSPITAL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS616101,Long,-4.18512,Lat,55.365335,Elevation,833,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,5.5,4.63,8.55,6.33,4.77,5.52,8.66,3.32,5.45,5.98,9.09,7.3,6.1,3.34,5.43,7.05,8.33,8.31,13.28,1.78,10.15,6.86,11.11,7.96,9.37,3.63,8.05,11.24,10.23,5.72,1.97,1.69,6.47,7.39,7.74,4.59,7.85,5.7,10.27,5.64,5.16,6.02,8.08,2.55,6.3,4.42,3.66,7.03,7.54,2.46,4.55
February,8.23,6.96,4.59,4.1,9.21,12.3,6.37,1.29,7.65,0.66,7.14,1.06,5.42,6.88,1.17,5.79,4.54,2.52,5.19,1.79,0.46,6.43,0.14,6.1,0.81,8.68,3.03,7.03,3.68,10.39,2,4.33,3.47,7.11,2.33,8.36,3.41,0.94,5.13,6.77,5.79,4.5,2.19,1.92,4.43,2.11,1.43,5.59,5.65,1.92,6
March,4.86,1.88,6.71,7.05,8.88,2.42,2.55,3.37,1.18,4.01,8.15,9.73,2.57,2.98,0.63,2.2,5.09,4.65,6.7,0.81,2.51,1.38,3.05,4.01,3.72,2.8,3.55,2.09,4.22,5.96,5.49,3.62,3.04,3.05,1.3,3.51,3.53,4.53,6.28,2.4,4.4,4.46,3.23,1.1,3.96,1.81,3.68,4.76,1.22,4.07,2
April,4.21,5.23,1.83,4.34,3.82,4.4,4.77,2.61,0.96,3.05,4.08,2.5,3.29,3.47,3.08,6.83,2.92,3.81,2.44,1.16,2.73,2.7,5.16,2.53,4.57,4.6,1.42,2.93,0.83,3.31,2.44,2.5,3.15,4.85,2.93,2.1,2.08,9.17,3.9,6.62,4.53,4.26,3,3.78,2.36,2.66,1.64,2.36,1.98,4.72,5.89
May,3.87,2.52,1.37,6.55,2.61,1.18,4.84,2.26,2.27,0.8,8.32,3.81,4.24,3.19,4.29,6.33,3.45,2.9,1.45,5.72,1.86,3.22,3.23,4.21,4.35,0.95,2.48,2.11,3.92,0.77,1.55,5.32,3.66,4.81,3.65,6.13,1.26,5.58,1.57,2.16,1.82,3.12,2.83,3.88,6.09,4.07,2.83,3.2,3.54,1.56,2.08
June,1.45,2.54,4.96,3.47,0.94,1.4,2.82,3.21,2,4.3,1.78,0.83,3.2,2.19,1.93,0.32,3.28,4.51,5.05,2.53,2.26,6.58,2.33,2.66,3.11,5.35,2.01,3,6.49,2.82,1.41,1.49,1.73,4.45,4.6,4.28,3.15,3.14,6.32,1,3.42,1.51,3.24,1.11,3.89,3.09,4.18,1.78,3.76,3.11,3.5
July,5.68,1.96,3.3,0.98,3.11,5.36,4.95,1.39,2.67,0.9,3.88,3.8,3.51,4.32,4.49,2.16,4.3,5.88,3.45,3.74,5.36,4.45,4.01,5.54,2.89,2.61,7.06,6.01,6.34,3.86,5.49,3.62,3.61,2.16,4.26,3.92,4.69,4.51,3.72,2.07,5.38,2.88,4.84,5.51,4.79,2.3,5.86,5.28,4.41,5.48,3.66
August,9.94,3.01,4.61,1.58,4.01,3.43,3.35,5.9,3.51,3.31,3.75,7.91,3.68,8.39,3.82,3.33,4.82,4.36,5.09,5.96,8.12,4.21,1.42,2.79,6.46,1.6,2.64,2.44,4.09,1.95,2.99,7.79,5.42,4.98,3.65,1.7,4.11,0,7.23,3.66,5.37,8.42,3.89,3.37,5.45,1.55,8.26,7.02,6.33,1.37,3.91
September,1.4,2.75,3.55,2.79,2.36,1.51,2.46,3.85,8.47,4.92,2.63,2.23,3.14,10.01,8.33,3.22,4.64,6.49,3.88,1.49,4.88,1.41,7.14,1.19,6.85,6.19,4.46,3.31,5.13,1.8,5.84,2.74,6.14,3.65,6.08,9.13,8.39,6.16,5.96,2.37,12.49,6.16,2.93,7.29,9.46,5.48,5.08,3.49,5.81,1.73,4.23
October,3.54,6.39,5.25,4.25,1.74,3.09,8.63,11.48,8.33,1.29,3.81,3.89,2.57,9.13,3.15,6.97,5.94,6.93,10.5,7.86,10,4.78,8.99,3.93,9.28,10.72,5.52,4.91,11.14,3.98,7.41,4.55,8.63,9.77,6.3,5.37,0.55,2.06,5.38,7.46,5.15,1,6.25,5.1,10.05,4.38,4.42,5.88,4.8,8.57,3.78
