BASLOW (OVER END),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2676,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.37,3.69,3.87,2.60,-999.00,1.86,5.14,
February,,,,,1.30,4.62,1.96,1.61,3.88,0.76,0.80,
March,,,,,0.65,1.43,1.44,4.50,2.79,0.11,3.41,
April,,,,,2.08,3.23,2.14,3.08,1.26,1.33,3.35,
May,,,,,3.93,4.14,2.89,1.25,1.15,2.25,1.33,
June,,,,,2.75,0.03,2.42,4.76,3.83,1.46,0.92,
July,,,,,3.27,1.32,2.42,2.42,1.08,1.77,5.00,
August,,,,,3.60,2.99,3.01,3.65,3.01,2.49,2.71,
September,,,,,2.97,3.03,1.66,4.69,0.40,1.34,4.39,
October,,,,,4.76,3.84,3.49,3.67,4.79,3.69,4.23,
November,,,,4.20,1.91,3.08,4.83,4.44,5.04,7.15,3.46,
December,,,,3.29,2.87,4.17,1.73,2.86,2.73,7.03,3.13,
Total,,,,,32.46,35.57,31.86,39.53,36.74,31.24,37.87,
Calc annual,0.00,0.00,0.00,7.49,32.46,35.57,31.86,39.53,29.96,31.24,37.87,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,6.78,-0.00,-0.00,
