COCKERMOUTH (CASTLE GATE DRIVE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3647,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,4.25,4.00,7.11,1.10,6.45,
February,,,,,,,3.80,2.20,4.75,0.57,0.49,
March,,,,,,,1.45,2.85,2.10,1.00,2.84,
April,,,,,,4.23,2.27,2.90,1.14,1.93,0.81,
May,,,,,,5.00,2.44,0.75,1.78,1.50,1.76,
June,,,,,,0.25,3.77,3.70,4.62,1.83,2.62,
July,,,,,,1.75,3.26,6.90,6.11,4.92,3.00,
August,,,,,,2.80,3.58,5.27,8.09,6.55,5.25,
September,,,,,,,4.88,7.25,3.59,1.69,1.92,
October,,,,,,,3.38,4.00,6.48,7.60,8.45,
November,,,,,,,5.55,4.90,7.25,8.33,4.06,
December,,,,,,3.90,0.88,1.33,3.22,6.88,3.10,
Total,,,,,,,39.51,46.05,56.24,43.90,40.75,
Calc annual,0.00,0.00,0.00,0.00,0.00,17.93,39.51,46.05,56.24,43.90,40.75,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,0.00,-0.00,
