GROUSE INN,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6187,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,,3.59,,
February,,,,,,,,,,2.02,,
March,,,,,,,,,,1.19,,
April,,,,,,,,,,3.24,,
May,,,,,,,,,,3.58,,
June,,,,,,,,,,2.70,,
July,,,,,,,,,,1.35,,
August,,,,,,,,,,0.99,,
September,,,,,,,,,0.63,5.12,,
October,,,,,,,,,4.40,2.56,,
November,,,,,,,,,3.30,1.83,,
December,,,,,,,,,3.67,3.01,,
Total,,,,,,,,,,31.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,31.18,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
