NEATH-CIMLA-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS767962,Long,-3.7828,Lat,51.6519,Elevation,360,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,8.09,8.69,7.19,4.91,,,4.09,7.94,5.79,10.98,2.26,7.79,4.63,6.29,3.12,5.73,1.09,6.07,5.35,6.11,6.48,4.01,3.88,5.49,7.36,5.27,4.22,5.9,4.2,10.78,2.31,,7.87,6.81,2.14,4.32,4.1,7,4.85,4.81,5.23,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,4.11,2.78,0.1,5.13,,,8.2,5,4,4.46,1.26,0.52,5.2,0,5.3,0.77,5.51,2.17,6.74,2.59,4.31,4.77,5.01,0.39,2.81,1.96,6.53,4.71,0.78,2.65,2.39,,5.98,0.85,3.72,6.54,,0.4,6.18,6.69,0.56,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,5.69,6.84,4.12,3.71,,,1.2,1.06,5.68,4.01,1.76,2.64,1.09,2.39,3.5,3.64,0.92,3.31,3.13,1.16,1.95,3.76,3.03,4.04,1.7,0.39,2.7,1.44,8.65,2.61,,3.13,6.31,5.67,3.6,4.79,3.69,1.91,7,1.13,5.56,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.54,6.38,1.4,2.42,,,3.33,2.36,2.26,1.21,0.76,3.2,3.84,3.09,2.77,3.73,5.72,3.78,3.08,0.12,4.2,3.46,1.69,1.85,1.44,3.87,2.46,1.98,3.69,2.89,,4.5,4.27,5.36,3.91,1.79,4.31,1.6,0.51,1.43,6.12,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.99,3.75,2.6,2.27,,,6.38,3.67,2.41,1.02,4.26,2.88,4.4,6.37,2.19,2.22,1.96,1.25,2.16,5.66,0.92,1.35,2.66,6.91,4.26,1.84,3.79,3.6,2.67,3.84,,1.6,2.91,4.97,4,3.72,5.41,1.89,2.81,5.35,0.96,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,2.73,3.76,0.76,1.75,,,,2.63,4.86,5.25,3.05,2.57,5.09,3.1,2.19,1.98,6.12,3.51,2.36,3.35,3.88,0.72,1.47,0.32,5.09,3.64,6.27,6.38,2.57,6.03,,2.88,1.87,3.81,2.94,7.78,8.02,3.16,1.37,6.19,3.99,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.87,8.91,2.16,6.37,,,,2.67,5.26,3.31,4.92,4.37,7.4,6.51,5.85,1.13,1.03,7.15,3.49,5.4,11.3,4.48,3.89,5.9,5.01,3.83,5.75,3.52,4.6,3.6,,6.15,1.44,2.58,8.1,7.7,3.98,4.26,4.63,5.59,4.61,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,3.43,3.18,6.03,4.2,,,,6.05,6.64,4.43,5.04,7.38,4.28,1.18,1.63,4.07,1.92,1.94,1.56,5.21,3.41,0.42,5.18,6.15,5.95,4.28,4.06,8.77,0.93,9.85,,11.05,11.2,8.6,7.3,6.97,0.96,9.78,5.26,5.81,2.08,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,4.1,5.1,3.02,4.48,,,,2.05,7.5,1.58,1.19,6.22,2.79,7.45,1.67,4.55,8.62,3.83,3.92,2.68,0.69,2.41,0.61,3.75,7.07,5.4,4.18,9.74,3.12,6.53,,10.93,5.99,2.8,6.11,6.37,,6.86,9.95,10.68,0.38,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.48,5.08,2.41,1.24,,,6.04,4.77,4.09,10.73,8.38,8.1,1.91,9.48,8.48,3.51,6.81,2.14,4.02,8.7,4,6.23,4.16,4.73,4.8,7.31,6.43,2,1.56,5.95,,4.28,0.97,4.56,4.29,11.28,3.06,1.57,6.07,6.94,7.45,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,3.5,2.42,3.43,2.59,,,3.41,9.92,4.96,7.47,14.63,5.51,8.92,3.55,1.81,1.66,7.46,5.17,3.01,8.44,11.17,10.74,2.98,1,2.76,9.87,0.78,9.29,5.33,3.66,,7.34,10.94,4.54,5.45,11.52,4.38,1.82,2.56,4.17,10.92,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,9.89,6.04,4.46,6.72,,,4.32,0.53,3.29,5.02,10.23,5.87,3.33,4.34,1.69,12.78,4.09,4.14,3.52,6.49,3.58,5,4.66,8.13,2.59,5.21,8.21,5.31,5.39,8.94,,3.02,6.11,5.26,2,6.15,7.99,6.82,4.15,6.18,11.84,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,50.42,62.93,37.68,45.79,,,,48.65,56.74,59.47,57.74,57.05,52.88,53.75,40.2,45.77,51.25,44.46,42.34,55.91,55.89,47.35,39.22,48.66,50.84,52.87,55.38,62.64,43.49,67.33,,,65.86,55.81,53.56,78.93,,47.07,55.34,64.97,59.7,75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Jul IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 May IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 Gauge stolen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Jan Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Feb Sep estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
