LEWES SAXONBURY,,,,,,,,,,,,
Grid ref,TQ4073009511,Long,-0.001447,Lat,50.867981,,,,,,,
Station no,RR6743,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.06,0.76,1.29,3.12,4.46,1.20,,,,,,
February,6.11,1.90,1.85,1.50,3.35,0.64,,,,,,
March,1.03,1.44,1.77,2.64,1.29,4.77,,,,,,
April,1.39,2.36,0.92,2.23,1.10,1.99,,,,,,
May,0.67,0.77,1.88,2.11,4.20,0.99,,,,,,
June,2.68,1.39,2.98,2.81,1.23,4.50,,,,,,
July,1.28,1.73,1.30,3.92,0.41,0.41,,,,,,
August,2.83,2.24,4.15,4.46,1.95,2.81,,,,,,
September,1.16,1.31,0.62,3.43,1.71,3.01,,,,,,
October,2.78,3.73,2.53,7.14,2.58,2.27,,,,,,
November,4.71,0.42,2.78,2.34,1.50,5.64,,,,,,
December,4.47,4.48,1.91,2.38,3.87,1.13,,,,,,
Total,33.17,22.53,23.98,38.08,27.65,29.36,,,,,,
Calc annual,33.17,22.53,23.98,38.08,27.65,29.36,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
