ROTHERHAM-DINNINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK526856,Long,-1.2110201,Lat,53.364662,Elevation,392,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,2.4,0.66,3.01,0.77,1.3,1.44,2,,,,,,,,,
February,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,3.91,1.11,2.54,1.6,1.54,0.56,2.09,,,,,,,,,
March,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,2.11,2.42,1.55,1.35,3.37,3.64,0.61,,,,,,,,,
April,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,1.46,2.32,0.68,2.03,2.22,1.5,1.85,,,,,,,,,
May,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,2.52,0.58,1.7,3.81,2.17,1.42,2.33,,,,,,,,,
June,,,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,0.38,2.9,2.02,2.91,1.49,3.76,2.38,,,,,,,,,
July,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,5.32,1.69,1,2.19,2.99,3.86,2.24,,,,,,,,,
August,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,3.89,2.96,2.3,1.81,2.54,2.62,3.3,,,,,,,,,
September,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,1.16,1.58,1.18,0.39,1.33,2.37,0.26,,,,,,,,,
October,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,0.44,1.53,5.18,5.84,1.09,2.97,1.91,,,,,,,,,
November,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,1.23,3.15,2.88,2.16,1.07,0.39,3.17,,,,,,,,,
December,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,1.52,0.49,2.94,2.33,1.47,4.09,4.25,,,,,,,,,
Total,,,,,,27.59,31.15,34.76,27.18,31.39,38.06,23.92,,,,,,,,,,,,,,,,,,,,,,,26.34,21.39,26.98,27.19,22.58,28.62,26.39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is on the Dinnington Hall estate with the relationship to church described and at the stated altitude.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early gauge may be in different location on the estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
