NORTHAMPTON-MERCERS-ROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP754605,Long,-0.897265,Lat,52.237537,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.45,2.11,3.31,1.07,2.33,1.06,2.81,2.09,3.12,1.19,2.63,1.09,1.44,1.26,1.66,1.09,4.42,3.85,2.94,5.66,2.74,3.87,2.58,3.6,1.41,1.78,1.63,2.12,3.54,0.82,0.72,2.38,1.81,1.17,1.06,2.11,3.85,1.26,2.78,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.69,0.34,1.96,3.77,0.45,2.84,2.91,2.88,1.86,0.62,0.51,1.98,0.23,2.31,0.47,2.63,1.98,3.81,0.92,0.98,2.38,2.18,1.03,1.08,1.15,1.5,2.14,1.52,1.03,1.05,3.76,3.29,0.69,1.8,2.23,1.84,1.31,2.22,3.21,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.14,0.75,1.63,1.92,0.89,0.47,0.58,1.85,1.64,0.03,1.62,0.11,1.33,2.52,1.79,0.37,1.55,3.33,0.19,1.55,1.99,2.94,1.56,0.9,0.22,0.95,1.51,5.01,0.97,1.78,0.94,3.61,2.79,1.04,2.64,2.16,0.96,1.89,2.19,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,5,1.04,3.33,1.89,2.91,1.56,3.33,1.35,1.17,1.52,2.01,3.35,2.53,0.72,1.96,4.54,1.88,2.96,0.08,2.35,2.55,1.6,0.71,0.82,1.63,1.01,1.5,1.96,1.49,1.66,2.12,3.04,2.09,2.03,0.4,0.78,1.29,0.43,0.81,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.22,1.33,1.22,1.07,3.91,2.47,2.74,0.74,0.88,1.36,2.72,2.26,4.86,1.44,0.9,1.13,1.14,4.5,1.64,1.32,1.98,2.3,2.91,1.88,1.01,1.94,2.36,1.29,3.23,3,2.7,2.63,2.57,1.35,3.15,4.92,0.36,1.63,2.29,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.08,0.35,1.39,0.63,1.92,0.03,2.27,3.05,2.35,1.06,1.38,1.48,0.69,2.46,0.8,5.78,3.11,1.46,1.56,1.84,1.11,1.25,0.87,1.81,2.49,2.46,2.71,1.39,2.1,0.32,2.1,0.81,1.04,1.96,2.79,3.74,3.34,1.66,4.22,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.69,0.44,3.54,2.47,2.93,2.41,1.44,2.71,3.06,1.9,2.42,3.18,3.25,1.5,1.97,0.62,4.99,1.46,1.88,3.12,4.46,2.55,2.35,0.81,2.1,2.06,1.09,2.49,1.13,0.98,2.98,1.05,0.33,2.61,2.79,0.2,4.88,2.75,2.58,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.79,1.75,4.79,1.54,2.04,1.57,1.31,3.43,1.58,0.84,2.02,3.53,2.18,0.9,1.89,2.13,0.38,0.81,4.09,4.3,0.2,4.85,2.05,1.7,2.18,1.79,3.94,0.1,3.42,0.74,1.89,3.84,4,2.56,3.4,0.35,4.43,2.37,2.83,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.77,1.07,2.04,2.48,2.85,3.26,1.4,4.52,1.07,0.48,2.9,2.5,2.74,1.41,2.1,4.7,3.09,1.78,2,0.7,1.18,0.35,1.07,1.67,2.41,2.62,3.18,1.45,2.68,1.76,4.13,1.81,2.59,1.41,2.37,1.57,1.98,4.39,2.38,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.08,1.1,0.85,3.41,3.56,2.96,2.09,1.55,3.67,2.67,0.98,0.37,2.83,1.89,1.29,4.04,1.93,3.09,3.53,6.19,2.73,2.31,2.68,2.03,3.49,3.49,1.37,0.36,3.68,5.01,0.91,0.79,3.29,2.21,2.33,1.81,1.43,1.76,2.34,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
