"ANCRUM, MONTEVIOT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT643250,Long,-2.566929,Lat,55.51744,Elevation,210,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.82,,2.71,3.24,3.03,2.68,2.83,5.03,1.68,1.88,1.41,1.63,2.51,2.17,3.92,0.89,2.4,1.59,2.3,1.61,1.62,1.48,3.27,2.26,2.53,4.06,0.25,1.74,2.52,2.39,1.27,3.92,1.56,1.96,5.33,1.7,1.73,2.85,2.05,0.8,2.64,2.07,2.05,4.52,2,1.72,3.52
February,,,,,1.94,,4.27,0.88,2.51,1.69,2.18,0.43,2.26,2.62,0.91,4.56,2.42,0.99,2.14,1.17,0.67,1.67,0.29,2.07,0.06,1.46,3.47,2.71,0.99,1.81,1.51,3.21,,1.04,,2.3,0.7,1.24,1.31,0.98,3.12,2.34,0.56,0.93,1.4,2.42,2.54,1.78,2.14,0.57,2.45
March,,,,,2.73,,4.09,0.94,0.54,1.93,3.07,1.9,1.97,1.04,1.09,2.61,0.93,2.16,3.79,0.15,2.02,1.14,2.89,0.52,3.35,0.84,2.02,1.93,1,2.82,3.78,2.5,1.22,1.55,0.41,0.67,1.45,,0.94,0.53,1.26,2.15,0.87,0.35,1.61,1.4,0.96,0.55,1.27,0.8,1.82
April,,,,,0.82,,2.08,2.74,0.86,1.8,2.11,0.8,2.88,2.04,1.09,2.53,2.22,1.94,0.93,1.41,1.51,2.48,2.12,0.95,3.94,2.74,1.74,1.27,0.29,1.18,1.66,1.08,0.78,1.52,,1.05,0.46,2.58,1.8,1.43,1.58,2.1,1.59,2.86,0.71,0.57,0.92,0.28,2.36,2.01,1.13
May,,,,,1.56,,3.73,2.18,1.8,1.02,2.89,1.78,0.61,2.34,3.51,4.9,2.63,1.95,1.82,1.22,0.94,2.26,2,1.81,1.69,0.99,0.94,4.06,2.7,1.35,2.49,1.71,,3.51,,3.99,1.97,3.04,1.4,1.27,1.63,2.41,1.44,1.8,4.81,2.17,0.64,1.53,2.33,0.42,1.12
June,,,,,2.29,,2.06,2.35,0.44,0.9,1.13,0.86,1.45,1.07,1.86,0.35,3.37,3.17,4.87,1.49,1.53,5.61,1.2,1.53,2.32,4.67,2.13,1.35,3.14,2.1,1.11,1.09,1.16,3.6,,2.76,2.39,2.3,3.87,0.79,1.08,1.2,2.22,1.52,2.05,0.81,2.35,1.19,3.27,2.35,0.76
July,,,,,2,,4.25,1.75,4.1,0.99,3.56,2.41,3.95,2.18,3.58,1.57,2.63,2.37,1.55,3.44,4.92,2.8,2.27,4.45,1.97,1.42,3.68,3.15,3.15,2.65,7.26,2.01,2.88,2.71,,1.41,3.1,3.3,1.43,2.04,3.42,2.66,1.18,3.93,2.73,2.18,3.75,2.62,6.18,1.67,2.72
August,,,,,1.73,,4.66,8.49,1.64,2.25,4.04,5.81,2.15,4.89,2.95,3.87,3.99,6.18,3.97,4.48,4.32,3.88,1.31,1.46,2.77,3.27,1.31,2.68,1.87,1.8,0.77,4.35,1.2,4.06,1.67,1.51,4.98,0.73,8.44,2.55,2.53,2.8,2.44,2.38,5.67,0.81,7.93,3,1.62,0.41,4.34
September,,,,,0.91,,2.31,1.59,5.77,1.5,1.67,1.98,2.38,1.93,2.95,4.83,4.19,5.18,1.41,0.3,2.24,1.56,3.79,1.13,2.44,2.56,3.43,1.52,1.73,1.42,3.16,0.72,2.4,1.89,5.85,1.94,2.84,1.21,2.4,1.25,3.68,1.56,1.65,3.06,2.18,1.88,2.18,2.25,2.78,1.04,1.02
October,,,,,1.11,,3.69,3.33,3.44,3.46,1.57,2.79,2.72,2.74,2.87,2.08,3.88,2.39,4.07,2.81,3.27,1.77,4.77,2.5,4.41,4.61,1.82,2.69,3.74,2.76,2.63,2.82,1.75,2.46,1.99,3.14,0.81,0.53,2.51,4.4,1.37,0.39,2.19,1.41,4.42,1.75,1.47,2.28,1.67,1.77,2.98
November,,,,,3.23,,3.67,2.01,1.31,4.35,1.64,1.56,0.68,3.42,1.08,1.57,2.82,2.54,2.78,2.65,3.07,3.44,0.82,1.82,2.09,3.46,3.24,0.61,4.67,2.92,2.67,2.61,0.6,1.36,5.29,0.51,3.9,3.06,1.97,2.88,4.09,4.59,3.6,2.63,3.18,1.1,0.73,0.78,0.87,4.42,2.5
December,,,,,4.83,,2.69,1.73,1.64,3.92,2.55,2.54,2.23,2.01,,2.8,0.67,1.98,1.58,4.16,2.22,0.75,2.02,0.67,2.94,1.08,2.61,3.19,2.69,0.68,1.8,0.75,1.6,0.7,2.78,1.45,1.72,,2.85,2.61,1.4,2.27,3.63,1.75,2.72,3.45,3.42,2.03,3.43,3.12,2.46
