"BRECON (MOUNT STREET SCHOOL)",,,,,,,,,,,,
Grid ref,SO045288,Long,-3.390940,Lat,51.949466,,,,,,,
Station no,4200,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.06,4.95,1.25,3.18,2.72,4.76,3.78,,,,,
February,4.97,1.20,2.17,4.14,1.75,0.37,4.68,,,,,
March,4.99,2.57,3.43,3.59,2.55,2.37,2.83,,,,,
April,3.65,2.79,3.18,0.58,1.12,1.54,,,,,,
May,2.34,4.19,2.06,2.49,4.48,0.56,,,,,,
June,0.60,2.37,2.04,5.11,5.44,2.20,,,,,,
July,0.78,1.80,3.15,2.00,0.52,3.20,,,,,,
August,5.09,5.40,3.25,3.42,0.65,3.25,,,,,,
September,3.57,2.40,4.56,3.69,2.17,4.50,,,,,,
October,1.41,4.86,3.46,5.02,2.91,2.31,,,,,,
November,9.97,2.54,3.78,10.43,3.82,1.71,,,,,,
December,5.18,4.13,1.39,4.67,5.72,5.68,,,,,,
Total,47.61,39.20,33.72,48.32,33.85,32.45,,,,,,
Calc annual,47.61,39.20,33.72,48.32,33.85,32.45,11.29,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
