"AFTON RESERVOIR (FILTERS1)",,,,,,,,,,,,
Grid ref,NS629044,Long,-4.161835,Lat,55.314518,,,,,,,
Station no,5273/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.43,9.61,4.31,8.91,6.70,5.42,10.26,11.82,4.53,7.59,,
February,7.04,3.77,2.73,6.03,1.88,2.07,7.32,7.27,3.31,10.88,,
March,5.01,4.90,1.33,5.98,2.14,4.95,8.33,2.29,7.19,2.84,,
April,4.48,5.40,4.89,3.19,4.34,2.43,3.98,2.94,7.31,8.43,,
May,3.24,3.40,4.08,8.66,6.04,3.77,5.13,4.79,2.97,2.94,,
June,2.46,4.62,3.01,7.08,3.94,7.04,2.67,5.15,4.17,6.20,,
July,4.19,7.37,6.51,8.52,2.73,8.80,6.42,5.81,8.96,6.50,,
August,11.24,6.03,4.67,7.45,2.19,11.63,8.76,7.75,3.07,5.46,,
September,7.51,4.72,8.55,14.43,8.03,7.67,6.27,8.90,2.76,5.86,,
October,1.44,9.38,5.56,13.86,6.54,5.89,7.30,6.91,10.91,5.56,,
November,14.33,4.83,10.06,14.37,5.91,4.61,4.43,2.96,11.96,16.93,,
December,13.45,8.07,6.41,13.16,12.18,11.88,8.53,8.92,14.85,7.46,,
Total,82.82,72.10,62.11,111.64,62.62,76.16,79.40,75.51,81.99,86.65,,
Calc annual,82.82,72.10,62.11,111.64,62.62,76.16,79.40,75.51,81.99,86.65,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
