"AFTON RESERVOIR (NEW SITE)",,,,,,,,,,,,
Grid ref,NS630050,Long,-4.160554,Lat,55.319933,,,,,,,
Station no,5273/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,7.89,,
February,,,,,,,,,,11.18,,
March,,,,,,,,,,2.99,,
April,,,,,,,,,,8.81,,
May,,,,,,,,,,3.11,,
June,,,,,,,,,,6.37,,
July,,,,,,,,,,6.63,,
August,,,,,,,,,,5.56,,
September,,,,,,,,,,5.88,,
October,,,,,,,,,,5.71,,
November,,,,,,,,,,16.75,,
December,,,,,,,,,,7.47,,
Total,,,,,,,,,,88.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.35,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
