MARKET-DRAYTON-OLD-SPRINGS-OLD-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ700322,Long,-2.447288,Lat,52.886413,Elevation,422,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,0.72,0.34,3.19,1.95,2.7,1.66,2.35,3.67,1.37,1.56,1.31,3.69,3.07,1.87,1.24,1.98,2.7,0.75,4.35,1.53,1.45,1.7,2.04,0.72,4.03,3.41,1.87,3.2,1.12,2.48,1.69,2.29,2.76,2.46,3.49,2.29,1.99,2.09,2.59,2.2,5.12,1.39,5.02,2.25,2.67,1.49,2.11,1.06,3.23,3,,,
February,,,,,,,,,0.72,2.13,0.7,0.14,1.93,3.02,2.44,0.18,1.13,2.28,1.84,1.47,3.73,1.63,1.4,1.37,3.63,0.61,2.27,1.38,1.7,0.71,2.5,1.41,1.2,1.11,2.2,2.05,3.23,1.14,2.09,1.95,2.57,0.36,2.51,4.26,0.83,3.59,2.57,1.43,2.27,0.68,0.42,2.52,0.14,2.5,0.42,2.66,1.61,4.57,,,
March,,,,,,,,,2.06,2.51,1.65,1.25,1.03,0.46,1.43,2.95,3.21,2.76,0.99,1.06,1.36,2.48,1.83,3.96,1.92,3.7,2,1.35,2.8,2.49,0.76,1.4,3.83,4.77,2.51,1.18,2.51,2.65,1.47,5.24,2.18,1.17,2.35,1.53,1.05,0.82,0.52,2.63,1.54,0.55,3.09,0.19,1.92,2.68,1.64,0.57,2.17,,,,
April,,,,,,,,0.84,1.46,3.16,1.01,2.16,1.14,0.64,1.94,2.41,1.08,2.27,1.69,2.67,1.17,2.43,2.1,1.76,1.23,1.67,1.58,2.06,2.55,2.33,2.38,0.75,0.23,3.67,0.91,1.28,1.23,1.13,1.73,1.73,5,1.53,1.99,1.82,2.42,1.1,1.36,1.88,0.99,0.72,2.68,3.69,2.96,0.86,2.19,3.16,1.49,,,,
May,,,,,,,,1.77,0.75,2.7,2.45,3.56,3.61,2.58,3.04,0.84,0.58,1.94,3.37,2.7,1.74,1.46,2.93,2.15,2.05,0.78,2.27,3.13,2.34,0.95,2.13,0.69,2.44,2.07,2.72,2.28,2.33,3.5,2.6,0.65,2.62,1.31,0.96,3.6,4.34,4.79,2.86,1.44,1.18,2,1.96,4.37,4.44,1.58,1.04,0.82,0.7,,,,
June,,,,,,,,1.12,2.34,0.6,2.25,3.84,3.18,2.06,2.49,1.18,2.36,3.44,1.91,3,2.93,2.39,2.06,1.46,0.85,4.11,1.34,4.13,2.33,2.99,1.99,2.76,4.33,0.99,1.94,1.64,1.78,1.29,1.19,1.43,2.54,0.3,0.8,0.5,2.69,0.03,1.45,4.42,4.55,1.89,1.11,3.96,0.47,1.74,0.73,2.71,3.23,,,,
July,,,,,,,,1.07,4.92,2.64,2.82,3.02,2.78,2.81,2.61,3.74,2.09,0.92,1.74,1.89,2.88,3.59,1.78,3,2.24,1.72,0.71,3.75,2.91,4.29,3.23,0.46,3.34,1.46,4.42,6.3,1.88,1.46,3.2,1.86,5.59,0.7,3.9,3.03,3.88,2.83,2.12,2.44,1.52,1.9,6.22,3.09,3.74,2.47,1.25,0.48,4.39,,,,
August,,,,,,,,2.02,3.16,4.24,4.02,5.05,2.42,1.92,2.93,2.79,3.46,2.82,4.26,1.32,5.22,3.17,3.39,4.1,4.46,6.03,2.08,2.81,4.09,2.76,3.86,2.13,6.93,2.23,4.77,4.02,2.96,4.6,2.67,2.64,1.43,3.94,3.25,2.95,3.4,3.49,2.48,4.53,3.35,2.8,3.19,5.42,1.89,0.96,2.39,1.46,1.08,,,,
September,,,,,,,,2.46,1.11,2.8,1.4,3.11,2.97,1.95,0.35,0.54,4.64,3.1,1.16,2.76,1.08,1.38,1.15,4.41,1.8,1.37,1.68,0.84,3.01,2.59,0.49,1.65,1.05,1.81,1.67,0.55,1.45,1.37,5.65,2.85,3.23,0.66,2.83,2.91,3.5,4.39,1.54,3.19,1.12,1.46,3.33,3.34,1.52,0.78,1.81,3.88,3.22,,,,
October,,,,,,,,2.56,1.03,2.93,2.07,4.22,4.22,1.94,3.23,2.61,2.96,1.4,3.34,3.1,3.84,3,3.44,6.57,0.75,1.7,5.63,4.45,2.2,4.44,2.13,2.5,2.93,3.08,1.59,2.09,4.22,5.01,1.45,3.61,2.28,2.72,0.38,3.89,4.33,3.18,2,2.45,3.77,4.54,3.97,1.2,4.03,4.82,3.04,4.4,1.59,,,,
November,,,,,,,,1.51,4.09,1.13,5.99,2.42,2.43,1.39,2.34,3.07,1.75,2.54,1.64,1.61,2.71,2.34,1.88,2.85,1.56,3.03,2.91,2.46,2.01,0.9,5.13,2.64,2.95,2.21,3.25,2.94,2.35,2.31,1.82,1.3,0.74,2.03,1.07,2.31,1.44,2.2,5.25,3.26,4.01,5.92,2.85,4.61,2.42,1.32,2.31,4.78,2.73,,,,
December,,,,,,,,1.54,2.2,2.09,1.08,3.38,2.48,3.23,2.35,2.12,3.99,2.62,2.53,1.92,4.17,3.59,2.21,1.72,1.77,0.45,2.92,2.19,2.48,4.01,4.4,4.51,2.05,1.57,7.04,4.84,2.1,1.06,4.09,4.12,2.58,2.21,4.09,3.98,2.76,1.72,0.79,1.44,2.52,5.08,3.44,1.57,1,0.4,4.35,2.86,2.18,,,,
Total,,,,,,,,,24.56,27.27,28.63,34.1,30.89,23.66,27.5,26.1,28.62,27.65,25.78,27.19,33.9,29.33,25.41,35.33,24.96,25.92,29.74,30.08,29.87,30.16,31.04,21.62,35.31,28.38,34.89,32.37,27.16,28,29.65,29.67,33.52,19.39,27.62,33.07,32.63,30.23,25.53,31.31,31.94,28.93,37.28,36.21,27.2,21.6,23.28,28.84,27.62,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Old Springs. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
