AYR DOONHOLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS338174,Long,-4.6276,Lat,55.422238,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,6.05,4.96,2.48,5.21,7.4,3.94,3.03,5.08,2.45,5.14,4.88,3.41,4.61,3.21,3.32,4.44,4.1,5.66,2.71,3.65,3.59,5.9,8.47,3.97,3.73,4.49,4.02,4.33,7.13,9.24,1.8,5.6,3.74,5.83,4.42,4.84,2.08,3.97,5.34,6.54,3.01,3.13,0.55,5.18,4.42,5.09,3.87,5.17,3.09,6.74,5.95,4.16,4.11,6.38,3.03,4.38,3.12,3.21,5.05,4.04,1.37,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.37,2.44,1.37,1.09,5.8,2.85,3.23,3.17,2.61,2.79,2.63,5.61,7.08,2.89,2.55,5.18,5.11,3.91,1.7,5.41,0.43,5.82,1.03,4.81,3.9,0.94,4.72,4.25,1.86,4.12,2.21,0.39,5.1,0.02,3.06,0.69,5.75,1.9,5.17,1.64,5.17,1.56,1.92,1.21,4.33,1.98,5.51,2.8,0.29,3.1,4.6,4.13,3.51,2,1.39,3.61,1.97,1.06,2.61,3.71,2.16,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.35,0.22,2.09,3.73,7.5,2.44,3.65,3.39,4.19,4.31,2.21,1.61,1.39,5.46,3.93,4.65,1.57,1.84,2.42,1.6,2.69,5.04,8.32,1.76,1.62,1.47,1.84,3.23,2.81,2.03,1.02,2.56,0.87,2.4,3.47,3.17,2.13,1.9,1.03,3.18,3.76,5.07,2.57,1.94,1.89,0.66,2.92,2.18,3.09,4.18,2.25,3.5,3.28,1.64,0.85,2.57,1.68,1.85,4.32,0.98,2.23,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,3.07,2.32,3.35,1.04,1.58,4.31,2.63,1.69,2.72,1.39,2.84,3.48,4.43,1.8,2.82,3.68,2.36,3.91,1.69,1.13,1.36,1.79,1.43,2.08,2.16,2.39,4.36,2.18,3.05,1.72,1.58,1.92,1.19,3.25,2.19,2.51,3.2,0.67,1.89,0.51,2.73,2.28,1.63,1.65,3.42,3.28,1.74,1.34,5.11,2.31,5.03,4.44,2.66,1.72,1.67,1.38,2.6,1.13,2.59,1.52,1.9,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,2.05,2.8,1.4,2.58,3.98,3.28,1.37,3.63,4.02,2.29,1.97,3.15,2.71,1.59,3.07,2.08,1.1,4.16,3.45,2.31,0.87,5.18,2.47,4.39,2.29,3.97,6.75,2.55,2.52,2.16,2.69,1.34,2.28,3.05,2.2,3.62,0.77,2.78,1.36,2.88,0.78,1.54,3.03,1.86,2.9,2.89,3.79,0.91,4.18,0.84,2,1.8,1.92,1.67,2.14,1.83,3.32,2.4,1.76,3.49,1.26,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.35,2.15,3.56,1.48,2.27,1.2,1.43,0.95,3.79,2.38,2.56,2.45,3.06,4.27,3.03,0.85,1.22,1.58,2.66,1.13,6.39,2.41,0.82,2.73,1.98,2.51,0.45,1.6,4.07,4.25,3.08,2.77,6.45,1.53,2.41,2.56,3.13,1.94,3.13,4.64,1.96,1.37,1.24,1.98,4.09,4.23,3.75,2.16,3.33,4.74,1,2.43,1.68,2.83,0.88,4.32,2.95,2.4,2.13,3.58,3.43,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.82,2.89,1,2.6,2.79,2.59,2.84,2.87,1.96,3.18,5.79,3.66,2.63,1.83,0.86,2.2,4.27,3.4,2.3,3.21,0.32,3.19,4.45,3.28,3.24,3.08,1.71,3.75,2.18,2.35,4.68,2.49,5.52,3.94,3.6,2.43,1.46,7.95,5.18,4.96,4.74,4.82,3.4,2.77,2.36,2.46,2.74,3.72,3.21,3.27,1.51,5,2.76,2.7,6.18,4.6,1.89,4.43,4.07,5.25,5.05,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.98,4.42,4.82,3.1,6.07,5.31,4.12,4.65,3.21,3.71,2.66,4.88,2.25,3.16,1.32,4.16,2.15,2.43,3.33,3.79,3.18,4.61,6.47,2.8,6.28,4.47,2.49,3,4.68,3.26,5.64,5.66,1.33,2.05,3.62,4.71,2.29,3.83,3.24,2.31,2.59,2.32,5.33,4.33,4.71,2.99,2.26,2.19,0.38,5.37,4.64,3.98,4.36,5.8,3.22,4.33,1.96,5.98,3.91,5.85,0.8,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,4.16,2.85,3.4,3.89,2.96,3.39,2.9,1.5,0.68,4.38,1.75,2.01,3.11,2.26,2.38,2.28,1.8,1.37,2.78,5.99,5.45,2.52,2.64,1.95,6.71,6.69,2.55,3.83,6.63,3.79,1.37,3.88,1.19,5.59,1.13,5.4,5.18,3.88,2.58,4.05,2,6.31,1.48,5.03,2.79,4.96,5.44,5.34,4.94,5.41,1.49,9.63,2.55,2.99,4.94,6.02,4.04,3.54,4.12,3.62,1.79,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,4.45,6.19,4.54,2.56,7.78,2.48,3.47,5.7,6.72,0.88,6.23,2.65,4.42,4.96,2.35,1.74,1.75,6.5,7.85,7.09,0.99,2.64,5.22,2.27,6.05,2.93,3.6,4.69,4.58,5.54,6.06,7.05,3.59,5.19,3.12,6.92,8.46,5.35,3.9,7.95,1.31,4.07,4.69,5.49,6.91,4.67,3.77,0.91,1.93,6.3,5.54,4.49,1.3,3.85,3.24,9.16,2.45,3.59,5.25,2.86,5.71,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
